Every	DT	every
remove	VB	remove
evidence	NN	evidence
of	IN	of
their	PP$	their
own	JJ	own
odor	NN	odor
.	SENT	.
So	RB	so
actually	RB	actually
,	,	,
you	PP	you
know	VBP	know
,	,	,
the	DT	the
way	NN	way
that	IN	that
dogs	NNS	dog
will	MD	will
pee	VB	pee
,	,	,
and	CC	and
it	PP	it
leaves	VBZ	leave
,	,	,
in	IN	in
an	DT	an
effect	NN	effect
,	,	,
leaves	VBZ	leave
their	PP$	their
odor	NN	odor
and	CC	and
they	PP	they
might	MD	might
even	RB	even
pee	VB	pee
conspicuously	RB	conspicuously
on	IN	on
a	DT	a
high	JJ	high
post	NN	post
or	CC	or
tree	NN	tree
trunk	NN	trunk
or	CC	or
lamppost	NN	lamppost
in	IN	in
order	NN	order
to	TO	to
have	VB	have
their	PP$	their
odor	NN	odor
smelled	VBD	smell
by	IN	by
other	JJ	other
dogs	NNS	dog
.	SENT	.
Feces	NN	feces
,	,	,
excreta	NN	excreta
can	MD	can
also	RB	also
be	VB	be
that	DT	that
information	NN	information
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
,	,	,
for	IN	for
instance	NN	instance
,	,	,
didn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
leave	VB	leave
your	PP$	your
information	NN	information
in	IN	in
a	DT	a
location	NN	location
,	,	,
a	DT	a
dog	NN	dog
might	MD	might
,	,	,
for	IN	for
whatever	WDT	whatever
reason	NN	reason
--	:	--
there	EX	there
was	VBD	be
another	DT	another
dog	NN	dog
nearby	RB	nearby
who	WP	who
you	PP	you
didn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
have	VB	have
an	DT	an
encounter	NN	encounter
with	IN	with
--	:	--
they	PP	they
might	MD	might
consume	VB	consume
their	PP$	their
feces	NN	feces
.	SENT	.
If	IN	if
they	PP	they
'	''	'
d	SYM	d
been	VBN	be
previously	RB	previously
punished	VBN	punish
for	IN	for
pooing	VBG	<unknown>
,	,	,
maybe	RB	maybe
they	PP	they
would	MD	would
eat	VB	eat
their	PP$	their
feces	NN	feces
.	SENT	.
But	CC	but
,	,	,
you	PP	you
know	VBP	know
,	,	,
there	EX	there
are	VBP	be
lots	NNS	lot
of	IN	of
possibilities	NNS	possibility
,	,	,
I	PP	I
can	MD	can
'	''	'
t	NN	t
tell	VB	tell
exactly	RB	exactly
,	,	,
but	CC	but
I	PP	I
would	MD	would
always	RB	always
,	,	,
always	RB	always
check	NN	check
with	IN	with
your	PP$	your
vet	NN	vet
and	CC	and
see	VB	see
if	IN	if
there	EX	there
'	''	'
s	NN	S
anything	NN	anything
that	IN	that
they	PP	they
might	MD	might
be	VB	be
missing	VBG	miss
in	IN	in
their	PP$	their
diet	NN	diet
that	IN	that
maybe	RB	maybe
they	PP	they
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
make	VB	make
up	RP	up
for	IN	for
themselves	PP	themselves
.	SENT	.
WPR	NN	WPR
:	:	:
Well	RB	well
,	,	,
Alexandra	NP	Alexandra
,	,	,
you	PP	you
have	VBP	have
shared	VBN	share
so	RB	so
many	JJ	many
really	RB	really
fascinating	JJ	fascinating
,	,	,
helpful	JJ	helpful
,	,	,
just	RB	just
great	JJ	great
information	NN	information
with	IN	with
us	PP	us
during	IN	during
this	DT	this
conversation	NN	conversation
.	SENT	.
And	CC	and
just	RB	just
as	IN	as
we	PP	we
'	POS	'
re	NN	re
starting	VBG	start
to	TO	to
wrap	VB	wrap
up	RP	up
here	RB	here
,	,	,
is	VBZ	be
there	RB	there
one	CD	one
thing	NN	thing
of	IN	of
the	DT	the
things	NNS	thing
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
shared	VBD	share
here	RB	here
that	IN	that
you	PP	you
feel	VBP	feel
like	IN	like
,	,	,
if	IN	if
you	PP	you
take	VBP	take
nothing	NN	nothing
else	RB	else
from	IN	from
this	DT	this
conversation	NN	conversation
,	,	,
that	WDT	that
you	PP	you
hope	VBP	hope
folks	NNS	folk
will	MD	will
be	VB	be
able	JJ	able
to	TO	to
use	VB	use
in	IN	in
their	PP$	their
lives	NNS	life
and	CC	and
their	PP$	their
relationships	NNS	relationship
with	IN	with
their	PP$	their
dogs	NNS	dog
?	SENT	?
AH	UH	ah
:	:	:
I	PP	I
think	VBP	think
the	DT	the
hardest	JJS	hard
thing	NN	thing
for	IN	for
people	NNS	people
to	TO	to
realize	VB	realize
about	IN	about
their	PP$	their
dog	NN	dog
,	,	,
who	WP	who
is	VBZ	be
looking	VBG	look
you	PP	you
in	IN	in
the	DT	the
eyes	NNS	eye
and	CC	and
following	VBG	follow
your	PP$	your
gaze	NN	gaze
and	CC	and
walking	VBG	walk
by	IN	by
your	PP$	your
side	NN	side
and	CC	and
such	PDT	such
a	DT	a
loving	JJ	loving
companion	NN	companion
,	,	,
is	VBZ	be
that	IN	that
they	PP	they
exist	VBP	exist
in	IN	in
this	DT	this
parallel	JJ	parallel
perceptual	JJ	perceptual
world	NN	world
of	IN	of
smell	NN	smell
,	,	,
which	WDT	which
we	PP	we
don	VBP	don
'	''	'
t	NN	t
spend	VB	spend
a	DT	a
lot	NN	lot
of	IN	of
time	NN	time
in	IN	in
,	,	,
or	CC	or
even	RB	even
try	VB	try
to	TO	to
avoid	VB	avoid
.	SENT	.
And	CC	and
every	DT	every
dog	NN	dog
who	WP	who
I	PP	I
'	POS	'
ve	NNS	<unknown>
seen	VBN	see
who	WP	who
is	VBZ	be
allowed	VBN	allow
to	TO	to
live	VB	live
in	IN	in
that	DT	that
world	NN	world
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
,	,	,
sniff	VB	sniff
things	NNS	thing
they	PP	they
want	VBP	want
to	TO	to
sniff	VB	sniff
,	,	,
intentionally	RB	intentionally
go	VB	go
out	RP	out
for	IN	for
smell	NN	smell
walks	NNS	walk
,	,	,
is	VBZ	be
a	DT	a
happier	JJR	happy
dog	NN	dog
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
the	DT	the
people	NNS	people
wind	VBP	wind
up	RP	up
more	RBR	more
satisfied	JJ	satisfied
in	IN	in
understanding	VBG	understand
what	WP	what
their	PP$	their
dogs	NNS	dog
are	VBP	be
doing	VBG	do
as	RB	as
well	RB	well
,	,	,
so	RB	so
take	VB	take
your	PP$	your
dog	NN	dog
for	IN	for
a	DT	a
smell	NN	smell
walk	NN	walk
.	SENT	.
That	IN	that
'	''	'
s	VBG	<unknown>
my	PP$	my
final	JJ	final
word	NN	word
.	SENT	.
[	SYM	[
Want	NP	Want
to	TO	to
support	VB	support
TED	VB	ted
?	SENT	?
]	SYM	]
[	SYM	[
Become	VBN	become
a	DT	a
TED	VBP	ted
Member	NP	Member
!	SENT	!
]	SYM	]
[	SYM	[
Learn	NP	Learn
more	RBR	more
at	IN	at
ted	VB	ted
.	SENT	.
com	NN	com
/	SYM	/
membership	NN	membership
]	SYM	]
