Corey	NP	Corey
and	CC	and
I	PP	I
'	POS	'
m	NN	m
curious	JJ	curious
what	WP	what
you	PP	you
think	VBP	think
about	RB	about
that	IN	that
in	IN	in
terms	NNS	term
of	IN	of
our	PP$	our
recovery	NN	recovery
.	SENT	.
This	DT	this
seems	VBZ	seem
like	IN	like
something	NN	something
that	WDT	that
is	VBZ	be
going	VBG	go
to	TO	to
require	VB	require
a	DT	a
coordinated	VBN	coordinate
effort	NN	effort
,	,	,
you	PP	you
know	VBP	know
,	,	,
financially	RB	financially
,	,	,
spiritually	RB	spiritually
,	,	,
in	IN	in
so	RB	so
many	JJ	many
different	JJ	different
ways	NNS	way
.	SENT	.
If	IN	if
we	PP	we
retreat	VBP	retreat
from	IN	from
globalization	NN	globalization
right	RB	right
now	RB	now
,	,	,
does	VBZ	do
that	RB	that
make	VB	make
everything	NN	everything
harder	RBR	harder
going	VBG	go
forward	RB	forward
?	SENT	?
RD	NP	RD
:	:	:
If	IN	if
we	PP	we
retreat	VBP	retreat
from	IN	from
globalization	NN	globalization
,	,	,
which	WDT	which
we	PP	we
certainly	RB	certainly
will	MD	will
do	VB	do
,	,	,
it	PP	it
will	MD	will
certainly	RB	certainly
make	VB	make
things	NNS	thing
very	RB	very
hard	RB	hard
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
get	VBP	get
down	RB	down
to	TO	to
comparing	VBG	compare
idealism	NN	idealism
with	IN	with
reality	NN	reality
.	SENT	.
So	RB	so
when	WRB	when
you	PP	you
say	VBP	say
globalization	NN	globalization
,	,	,
will	MD	will
that	RB	that
--	:	--
who	WP	who
will	MD	will
write	VB	write
what	WP	what
checks	NNS	check
to	TO	to
people	NNS	people
in	IN	in
countries	NNS	country
that	WDT	that
will	MD	will
be	VB	be
outside	JJ	outside
of	IN	of
their	PP$	their
domain	NN	domain
?	SENT	?
And	CC	and
there	EX	there
are	VBP	be
large	JJ	large
numbers	NNS	number
of	IN	of
those	DT	those
people	NNS	people
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
my	PP$	my
wife	NN	wife
and	CC	and
I	PP	I
are	VBP	be
trying	VBG	try
to	TO	to
help	VB	help
people	NNS	people
in	IN	in
Connecticut	NP	Connecticut
.	SENT	.
And	CC	and
you	PP	you
know	VBP	know
,	,	,
I	PP	I
can	MD	can
rattle	VB	rattle
off	RP	off
all	PDT	all
that	DT	that
is	VBZ	be
,	,	,
what	WP	what
a	DT	a
job	NN	job
that	WDT	that
is	VBZ	be
,	,	,
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
And	CC	and
so	RB	so
,	,	,
when	WRB	when
you	PP	you
have	VBP	have
congresses	NNS	congress
and	CC	and
presidents	NNS	president
and	CC	and
they	PP	they
start	VBP	start
to	TO	to
say	VB	say
,	,	,
who	WP	who
will	MD	will
we	PP	we
help	VB	help
,	,	,
and	CC	and
how	WRB	how
will	MD	will
that	RB	that
be	VB	be
,	,	,
and	CC	and
what	WP	what
will	MD	will
that	RB	that
mean	VB	mean
,	,	,
it	PP	it
gets	VBZ	get
down	RP	down
to	TO	to
real	JJ	real
practical	JJ	practical
questions	NNS	question
.	SENT	.
And	CC	and
the	DT	the
reality	NN	reality
is	VBZ	be
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
those	DT	those
people	NNS	people
won	VBD	win
'	''	'
t	NN	t
be	VB	be
helped	VBN	help
.	SENT	.
And	CC	and
then	RB	then
you	PP	you
'	POS	'
ll	JJ	<unknown>
deal	NN	deal
with	IN	with
,	,	,
how	WRB	how
will	MD	will
they	PP	they
behave	VB	behave
for	IN	for
each	DT	each
other	JJ	other
?	SENT	?
One	CD	one
country	NN	country
'	POS	'
s	NN	S
vulnerabilities	NNS	vulnerability
,	,	,
another	DT	another
country	NN	country
'	POS	'
s	NN	S
opportunities	NNS	opportunity
.	SENT	.
In	IN	in
such	JJ	such
times	NNS	time
,	,	,
this	DT	this
is	VBZ	be
the	DT	the
case	NN	case
,	,	,
because	RB	because
--	:	--
You	PP	you
know	VBP	know
,	,	,
Graham	NP	Graham
Allison	NP	Allison
wrote	VBD	write
a	DT	a
book	NN	book
about	IN	about
the	DT	the
Thucydides	NP	Thucydides
trap	NN	trap
,	,	,
and	CC	and
he	PP	he
reminds	VBZ	remind
us	PP	us
,	,	,
over	IN	over
the	DT	the
last	JJ	last
500	CD	@card@
years	NNS	year
,	,	,
there	EX	there
have	VBP	have
been	VBN	be
16	CD	@card@
countries	NNS	country
in	IN	in
which	WDT	which
there	EX	there
'	''	'
s	RB	<unknown>
been	VBN	be
a	DT	a
rivalry	NN	rivalry
of	IN	of
an	DT	an
empire	NN	empire
challenging	VBG	challenge
another	DT	another
.	SENT	.
In	IN	in
12	CD	@card@
of	IN	of
those	DT	those
cases	NNS	case
,	,	,
there	EX	there
have	VBP	have
been	VBN	be
wars	NNS	war
.	SENT	.
Because	RB	because
,	,	,
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
day	NN	day
,	,	,
there	EX	there
'	''	'
s	NNS	<unknown>
not	RB	not
even	RB	even
a	DT	a
global	JJ	global
legal	JJ	legal
system	NN	system
.	SENT	.
Power	NN	power
is	VBZ	be
what	WP	what
is	VBZ	be
the	DT	the
currency	NN	currency
of	IN	of
that	DT	that
.	SENT	.
So	RB	so
when	WRB	when
you	PP	you
get	VBP	get
into	IN	into
how	WRB	how
do	VBP	do
you	PP	you
resolve	VB	resolve
the	DT	the
dispute	NN	dispute
as	IN	as
to	TO	to
who	WP	who
gets	VBZ	get
what	WP	what
,	,	,
that	WDT	that
becomes	VBZ	become
a	DT	a
very	RB	very
complicated	JJ	complicated
question	NN	question
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
a	DT	a
globalist	NN	globalist
.	SENT	.
Meaning	NN	meaning
,	,	,
I	PP	I
have	VBP	have
a	DT	a
dream	NN	dream
and	CC	and
a	DT	a
wish	VBP	wish
that	IN	that
the	DT	the
best	JJS	good
of	IN	of
the	DT	the
best	JJS	good
can	MD	can
operate	VB	operate
together	RB	together
and	CC	and
work	VB	work
together	RB	together
for	IN	for
that	DT	that
common	JJ	common
good	JJ	good
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
dying	VBG	die
,	,	,
because	IN	because
we	PP	we
'	POS	'
re	NN	re
in	IN	in
an	DT	an
interconnected	VBN	interconnect
,	,	,
fragmented	JJ	fragmented
world	NN	world
.	SENT	.
The	DT	the
fragmentation	NN	fragmentation
of	IN	of
this	DT	this
,	,	,
"	``	"
Can	MD	can
I	PP	I
depend	VB	depend
on	IN	on
somebody	NN	somebody
else	RB	else
to	TO	to
give	VB	give
me	PP	me
something	NN	something
I	PP	I
need	VBP	need
?	SENT	?
"	''	"
Or	CC	or
"	``	"
Can	MD	can
I	PP	I
depend	VB	depend
on	IN	on
them	PP	them
not	RB	not
taking	VBG	take
advantage	NN	advantage
of	IN	of
me	PP	me
?	SENT	?
"	``	"
No	UH	no
,	,	,
you	PP	you
can	MD	can
'	''	'
t	NN	t
make	VB	make
those	DT	those
dependencies	NNS	dependency
anymore	RB	anymore
.	SENT	.
And	CC	and
that	DT	that
exists	VBZ	exist
within	IN	within
countries	NNS	country
as	IN	as
well	RB	well
as	RB	as
between	IN	between
countries	NNS	country
.	SENT	.
CH	NP	CH
:	:	:
Yeah	RB	yeah
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
it	PP	it
seems	VBZ	seem
like	IN	like
,	,	,
you	PP	you
talk	VBP	talk
about	IN	about
productivity	NN	productivity
and	CC	and
the	DT	the
importance	NN	importance
of	IN	of
productivity	NN	productivity
for	IN	for
us	PP	us
all	RB	all
to	TO	to
have	VB	have
a	DT	a
better	JJR	good
life	NN	life
,	,	,
and	CC	and
it	PP	it
just	RB	just
seems	VBZ	seem
like	IN	like
on	IN	on
a	DT	a
global	JJ	global
level	NN	level
,	,	,
the	DT	the
same	JJ	same
should	MD	should
hold	VB	hold
true	JJ	true
.	SENT	.
If	IN	if
we	PP	we
'	POS	'
re	NN	re
all	RB	all
focused	VBN	focus
on	IN	on
being	VBG	be
more	JJR	more
productive	JJ	productive
together	RB	together
,	,	,
and	CC	and
in	IN	in
that	DT	that
interconnected	VBN	interconnect
way	NN	way
,	,	,
we	PP	we
'	POS	'
ll	NNS	<unknown>
all	RB	all
do	VBP	do
better	RBR	well
,	,	,
as	RB	as
opposed	VBN	oppose
to	TO	to
,	,	,
kind	NN	kind
of	IN	of
,	,	,
hoarding	VBG	hoard
one	CD	one
asset	NN	asset
or	CC	or
one	CD	one
set	NN	set
of	IN	of
resources	NNS	resource
.	SENT	.
RD	NP	RD
:	:	:
You	PP	you
'	POS	'
re	NN	re
certainly	RB	certainly
true	JJ	true
.	SENT	.
That	DT	that
has	VBZ	have
always	RB	always
been	VBN	be
true	JJ	true
,	,	,
but	CC	but
never	RB	never
more	RBR	more
true	JJ	true
than	IN	than
today	NN	today
.	SENT	.
And	CC	and
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
,	,	,
read	VBN	read
history	NN	history
.	SENT	.
And	CC	and
understand	VB	understand
the	DT	the
mechanics	NNS	mechanic
and	CC	and
the	DT	the
issues	NNS	issue
and	CC	and
the	DT	the
challenges	NNS	challenge
of	IN	of
this	DT	this
.	SENT	.
This	DT	this
separation	NN	separation
began	VBD	begin
before	IN	before
we	PP	we
had	VBD	have
this	DT	this
isolation	NN	isolation
of	IN	of
the	DT	the
United	NP	United
States	NPS	States
relative	NN	relative
to	TO	to
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
.	SENT	.
This	DT	this
deglobalization	NN	deglobalization
began	VBD	begin
before	IN	before
we	PP	we
had	VBD	have
this	DT	this
that	WDT	that
fosters	VBZ	foster
more	JJR	more
of	IN	of
it	PP	it
,	,	,
right	RB	right
?	SENT	?
And	CC	and
it	PP	it
happened	VBD	happen
for	IN	for
reasons	NNS	reason
,	,	,
OK	UH	OK
?	SENT	?
So	IN	so
don	NN	don
'	POS	'
t	NN	t
overlook	VBP	overlook
those	DT	those
reasons	NNS	reason
,	,	,
and	CC	and
don	NN	don
'	POS	'
t	NN	t
overlook	VBP	overlook
the	DT	the
reading	NN	reading
of	IN	of
history	NN	history
,	,	,
just	RB	just
because	IN	because
we	PP	we
wish	VBP	wish
it	PP	it
can	MD	can
happen	VB	happen
.	SENT	.
If	IN	if
you	PP	you
want	VBP	want
to	TO	to
wish	VB	wish
it	PP	it
happens	VBZ	happen
,	,	,
everything	NN	everything
is	VBZ	be
all	RB	all
dependent	JJ	dependent
on	IN	on
the	DT	the
behavior	NN	behavior
of	IN	of
those	DT	those
who	WP	who
have	VBP	have
their	PP$	their
hands	NNS	hand
on	IN	on
the	DT	the
levers	NNS	lever
of	IN	of
power	NN	power
.	SENT	.
I	PP	I
would	MD	would
tell	VB	tell
you	PP	you
,	,	,
like	VB	like
,	,	,
for	IN	for
example	NN	example
,	,	,
right	RB	right
now	RB	now
--	:	--
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
going	VBG	go
to	TO	to
China	NP	China
for	IN	for
a	DT	a
long	JJ	long
time	NN	time
,	,	,
and	CC	and
the	DT	the
Chinese	JJ	Chinese
,	,	,
in	IN	in
many	JJ	many
ways	NNS	way
,	,	,
are	VBP	be
helping	VBG	help
,	,	,
in	IN	in
many	JJ	many
ways	NNS	way
,	,	,
things	NNS	thing
that	WDT	that
are	VBP	be
needed	VBN	need
in	IN	in
this	DT	this
crisis	NN	crisis
and	CC	and
all	PDT	all
that	DT	that
.	SENT	.
To	TO	to
even	RB	even
say	VB	say
that	WDT	that
is	VBZ	be
a	DT	a
politically	RB	politically
challenging	JJ	challenging
thing	NN	thing
,	,	,
OK	UH	OK
?	SENT	?
Because	IN	because
we	PP	we
'	POS	'
re	NN	re
in	IN	in
a	DT	a
world	NN	world
that	WDT	that
is	VBZ	be
so	RB	so
fragmented	JJ	fragmented
that	IN	that
even	RB	even
to	TO	to
publicly	RB	publicly
say	VB	say
"	``	"
thank	VB	thank
you	PP	you
,	,	,
"	''	"
and	CC	and
"	``	"
thank	VBP	thank
you	PP	you
"	''	"
to	TO	to
many	JJ	many
people	NNS	people
and	CC	and
many	JJ	many
companies	NNS	company
--	:	--
It	PP	it
'	POS	'
s	NN	S
almost	RB	almost
dangerous	JJ	dangerous
to	TO	to
say	VB	say
"	``	"
thank	VBP	thank
you	PP	you
"	''	"
to	TO	to
those	DT	those
who	WP	who
are	VBP	be
helping	VBG	help
,	,	,
because	IN	because
we	PP	we
'	POS	'
re	NN	re
now	RB	now
in	IN	in
an	DT	an
environment	NN	environment
in	IN	in
which	WDT	which
there	EX	there
are	VBP	be
enemies	NNS	enemy
.	SENT	.
And	CC	and
who	WP	who
is	VBZ	be
evil	JJ	evil
?	SENT	?
And	CC	and
do	VBP	do
you	PP	you
fall	VB	fall
into	IN	into
that	DT	that
category	NN	category
?	SENT	?
And	CC	and
so	RB	so
,	,	,
the	DT	the
history	NN	history
of	IN	of
these	DT	these
is	VBZ	be
there	RB	there
'	POS	'
s	NN	S
demonizations	NNS	demonization
of	IN	of
different	JJ	different
people	NNS	people
.	SENT	.
OK	UH	OK
?	SENT	?
Now	RB	now
you	PP	you
must	MD	must
see	VB	see
it	PP	it
around	IN	around
you	PP	you
.	SENT	.
It	PP	it
exists	VBZ	exist
.	SENT	.
And	CC	and
so	RB	so
how	WRB	how
we	PP	we
come	VBP	come
out	RP	out
of	IN	of
this	DT	this
will	MD	will
be	VB	be
how	WRB	how
we	PP	we
behave	VBP	behave
with	IN	with
each	DT	each
other	JJ	other
.	SENT	.
CH	NP	CH
:	:	:
Yeah	RB	yeah
.	SENT	.
That	IN	that
'	POS	'
s	VBG	<unknown>
such	PDT	such
an	DT	an
important	JJ	important
point	NN	point
,	,	,
and	CC	and
I	PP	I
think	VBP	think
all	DT	all
of	IN	of
us	PP	us
here	RB	here
would	MD	would
say	VB	say
"	``	"
thank	VBP	thank
you	PP	you
"	''	"
to	TO	to
,	,	,
you	PP	you
know	VBP	know
,	,	,
the	DT	the
different	JJ	different
people	NNS	people
helping	VBG	help
out	RP	out
in	IN	in
this	DT	this
situation	NN	situation
.	SENT	.
We	PP	we
do	VBP	do
need	VB	need
each	DT	each
other	JJ	other
.	SENT	.
I	PP	I
do	VBP	do
want	VB	want
to	TO	to
get	VB	get
to	TO	to
this	DT	this
issue	NN	issue
of	IN	of
capitalism	NN	capitalism
.	SENT	.
Because	IN	because
when	WRB	when
we	PP	we
talked	VBD	talk
a	DT	a
few	JJ	few
days	NNS	day
ago	RB	ago
,	,	,
you	PP	you
mentioned	VBD	mention
--	:	--
and	CC	and
earlier	RBR	earlier
in	IN	in
this	DT	this
conversation	NN	conversation
as	IN	as
well	RB	well
--	:	--
how	WRB	how
,	,	,
you	PP	you
know	VBP	know
,	,	,
this	DT	this
period	NN	period
of	IN	of
time	NN	time
we	PP	we
can	MD	can
emerge	VB	emerge
stronger	JJR	strong
and	CC	and
better	JJR	good
than	IN	than
before	RB	before
.	SENT	.
And	CC	and
about	IN	about
a	DT	a
year	NN	year
ago	RB	ago
,	,	,
you	PP	you
wrote	VBD	write
a	DT	a
piece	NN	piece
about	IN	about
how	WRB	how
capitalism	NN	capitalism
needs	VBZ	need
to	TO	to
be	VB	be
reformed	VBN	reform
,	,	,
focused	VBD	focus
a	DT	a
lot	NN	lot
on	IN	on
the	DT	the
wealth	NN	wealth
gap	NN	gap
,	,	,
the	DT	the
growing	VBG	grow
wealth	NN	wealth
gap	NN	gap
and	CC	and
the	DT	the
problems	NNS	problem
that	IN	that
that	DT	that
'	''	'
s	NNS	<unknown>
causing	VBG	cause
.	SENT	.
So	RB	so
what	WP	what
'	POS	'
s	VBG	<unknown>
our	PP$	our
opportunity	NN	opportunity
here	RB	here
,	,	,
what	WP	what
changes	VBZ	change
can	MD	can
we	PP	we
make	VB	make
?	SENT	?
RD	NP	RD
:	:	:
Well	UH	well
,	,	,
you	PP	you
know	VBP	know
,	,	,
what	WP	what
I	PP	I
was	VBD	be
seeing	VBG	see
was	VBD	be
,	,	,
do	VBP	do
we	PP	we
want	VBP	want
the	DT	the
outcomes	NNS	outcome
that	IN	that
we	PP	we
'	POS	'
re	NN	re
getting	VBG	get
,	,	,
that	IN	that
the	DT	the
system	NN	system
is	VBZ	be
producing	VBG	produce
?	SENT	?
Do	VB	do
we	PP	we
have	VBP	have
--	:	--
What	WP	what
is	VBZ	be
our	PP$	our
American	JJ	American
dream	NN	dream
?	SENT	?
What	WP	what
is	VBZ	be
that	RB	that
?	SENT	?
We	PP	we
'	POS	'
re	NN	re
not	RB	not
even	RB	even
almost	RB	almost
talking	VBG	talk
about	IN	about
that	DT	that
.	SENT	.
When	WRB	when
I	PP	I
was	VBD	be
growing	VBG	grow
up	RP	up
--	:	--
So	RB	so
again	RB	again
,	,	,
I	PP	I
was	VBD	be
born	VBN	bear
1949	CD	@card@
,	,	,
right	RB	right
after	IN	after
the	DT	the
new	JJ	new
world	NN	world
order	NN	order
was	VBD	be
created	VBN	create
.	SENT	.
New	JJ	new
world	NN	world
order	NN	order
was	VBD	be
created	VBN	create
1945	CD	@card@
.	SENT	.
In	IN	in
1945	CD	@card@
.	SENT	.
And	CC	and
that	DT	that
was	VBD	be
when	WRB	when
there	EX	there
was	VBD	be
the	DT	the
breakdown	NN	breakdown
of	IN	of
the	DT	the
system	NN	system
and	CC	and
then	RB	then
we	PP	we
had	VBD	have
a	DT	a
new	JJ	new
world	NN	world
order	NN	order
.	SENT	.
We	PP	we
didn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
as	RB	as
much	JJ	much
debt	NN	debt
,	,	,
we	PP	we
came	VBD	come
back	RB	back
[	SYM	[
from	IN	from
]	SYM	]
the	DT	the
war	NN	war
,	,	,
and	CC	and
there	EX	there
was	VBD	be
an	DT	an
environment	NN	environment
of	IN	of
equal	JJ	equal
opportunity	NN	opportunity
.	SENT	.
And	CC	and
that	DT	that
notion	NN	notion
of	IN	of
equal	JJ	equal
opportunity	NN	opportunity
.	SENT	.
And	CC	and
there	EX	there
was	VBD	be
an	DT	an
American	JJ	American
dream	NN	dream
.	SENT	.
And	CC	and
there	EX	there
was	VBD	be
a	DT	a
harmony	NN	harmony
and	CC	and
a	DT	a
going	VBG	go
through	IN	through
it	PP	it
together	RB	together
.	SENT	.
And	CC	and
by	IN	by
the	DT	the
way	NN	way
,	,	,
that	WDT	that
'	POS	'
s	NN	S
not	RB	not
a	DT	a
one-off	NN	one-off
.	SENT	.
If	IN	if
you	PP	you
read	VBP	read
histories	NNS	history
,	,	,
you	PP	you
see	VBP	see
these	DT	these
periods	NNS	period
of	IN	of
collapse	NN	collapse
and	CC	and
clash	NN	clash
and	CC	and
fighting	NN	fighting
,	,	,
followed	VBN	follow
by	IN	by
these	DT	these
periods	NNS	period
of	IN	of
--	:	--
You	PP	you
know	VBP	know
,	,	,
you	PP	you
construct	VBP	construct
the	DT	the
balance	NN	balance
sheets	NNS	sheet
,	,	,
you	PP	you
change	VBP	change
the	DT	the
system	NN	system
and	CC	and
then	RB	then
you	PP	you
begin	VBP	begin
a	DT	a
new	JJ	new
system	NN	system
and	CC	and
you	PP	you
come	VBP	come
back	RB	back
and	CC	and
you	PP	you
work	VBP	work
together	RB	together
.	SENT	.
And	CC	and
then	RB	then
I	NP	I
'	POS	'
m	NN	m
seeing	VBG	see
,	,	,
around	IN	around
me	PP	me
,	,	,
children	NNS	child
in	IN	in
school	NN	school
and	CC	and
education	NN	education
systems	NNS	system
in	IN	in
poor	JJ	poor
neighborhoods	NNS	neighborhood
are	VBP	be
sharing	VBG	share
--	:	--
They	PP	they
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
adequate	JJ	adequate
resources	NNS	resource
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
excuse	NN	excuse
.	SENT	.
And	CC	and
so	RB	so
the	DT	the
idea	NN	idea
that	IN	that
the	DT	the
profit	NN	profit
system	NN	system
can	MD	can
accomplish	VB	accomplish
everything	NN	everything
is	VBZ	be
not	RB	not
right	JJ	right
.	SENT	.
Because	IN	because
resource	NN	resource
allocation	NN	allocation
goes	VBZ	go
to	TO	to
those	DT	those
who	WP	who
have	VBP	have
the	DT	the
resource	NN	resource
.	SENT	.
And	CC	and
so	RB	so
throughout	IN	throughout
all	DT	all
history	NN	history
,	,	,
you	PP	you
go	VBP	go
back	JJ	back
hundreds	NNS	hundred
of	IN	of
years	NNS	year
,	,	,
you	PP	you
see	VBP	see
that	IN	that
any	DT	any
system	NN	system
works	VBZ	work
for	IN	for
those	DT	those
who	WP	who
tend	VBP	tend
to	TO	to
control	VB	control
the	DT	the
system	NN	system
.	SENT	.
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
say	VBP	say
we	PP	we
have	VBP	have
a	DT	a
capitalist	JJ	capitalist
system	NN	system
,	,	,
and	CC	and
we	PP	we
have	VBP	have
entrepreneurs	NNS	entrepreneur
,	,	,
and	CC	and
you	PP	you
acquire	VB	acquire
money	NN	money
,	,	,
and	CC	and
all	PDT	all
that	DT	that
.	SENT	.
And	CC	and
then	RB	then
,	,	,
working	VBG	work
with	IN	with
those	DT	those
in	IN	in
government	NN	government
,	,	,
and	CC	and
they	PP	they
have	VBP	have
a	DT	a
symbiotic	JJ	symbiotic
relationship	NN	relationship
and	CC	and
it	PP	it
works	VBZ	work
well	RB	well
for	IN	for
them	PP	them
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
self-perpetuating	NN	self-perpetuating
,	,	,
because	IN	because
the	DT	the
education	NN	education
of	IN	of
those	DT	those
who	WP	who
are	VBP	be
those	DT	those
,	,	,
is	VBZ	be
better	JJR	good
than	IN	than
the	DT	the
education	NN	education
of	IN	of
those	DT	those
who	WP	who
aren	NN	<unknown>
'	POS	'
t	NN	t
those	DT	those
.	SENT	.
So	RB	so
,	,	,
for	IN	for
example	NN	example
,	,	,
in	IN	in
our	PP$	our
system	NN	system
,	,	,
those	DT	those
in	IN	in
the	DT	the
top	JJ	top
40	CD	@card@
percent	NN	percent
on	IN	on
average	NN	average
,	,	,
spend	VBP	spend
five	CD	five
times	NNS	time
as	IN	as
much	JJ	much
money	NN	money
on	IN	on
their	PP$	their
children	NNS	child
'	POS	'
s	NN	S
education	NN	education
than	IN	than
those	DT	those
who	WP	who
are	VBP	be
in	IN	in
the	DT	the
bottom	JJ	bottom
60	CD	@card@
percent	NN	percent
.	SENT	.
And	CC	and
so	RB	so
it	PP	it
becomes	VBZ	become
self-perpetuating	JJ	self-perpetuating
.	SENT	.
And	CC	and
so	RB	so
when	WRB	when
I	PP	I
look	VBP	look
at	IN	at
that	DT	that
,	,	,
I	PP	I
'	POS	'
m	NN	m
saying	VBG	say
,	,	,
"	''	"
I	NP	I
'	POS	'
m	NN	m
a	DT	a
capitalist	NN	capitalist
,	,	,
please	VB	please
understand	VB	understand
,	,	,
I	PP	I
'	POS	'
m	NN	m
a	DT	a
capitalist	NN	capitalist
,	,	,
I	PP	I
believe	VBP	believe
in	IN	in
the	DT	the
system	NN	system
,	,	,
I	PP	I
believe	VBP	believe
you	PP	you
can	MD	can
increase	VB	increase
the	DT	the
size	NN	size
of	IN	of
the	DT	the
pie	NN	pie
and	CC	and
you	PP	you
can	MD	can
divide	VB	divide
it	PP	it
well	RB	well
,	,	,
and	CC	and
if	IN	if
we	PP	we
talk	VBP	talk
about	RB	about
how	WRB	how
to	TO	to
do	VB	do
that	IN	that
effectively	RB	effectively
,	,	,
we	PP	we
need	VBP	need
to	TO	to
do	VB	do
it	PP	it
.	SENT	.
"	``	"
But	CC	but
there	EX	there
comes	VBZ	come
a	DT	a
time	NN	time
that	IN	that
there	EX	there
needs	VBZ	need
reforms	NNS	reform
.	SENT	.
And	CC	and
those	DT	those
reforms	NNS	reform
have	VBP	have
to	TO	to
create	VB	create
productivity	NN	productivity
.	SENT	.
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
mean	VBP	mean
just	RB	just
give	VB	give
money	NN	money
away	RB	away
.	SENT	.
It	PP	it
means	VBZ	mean
,	,	,
how	WRB	how
do	VBP	do
you	PP	you
make	VB	make
those	DT	those
people	NNS	people
productive	JJ	productive
,	,	,
so	RB	so
that	IN	that
they	PP	they
'	POS	'
re	NN	re
also	RB	also
psychologically	RB	psychologically
productive	JJ	productive
as	RB	as
well	RB	well
as	IN	as
physically	RB	physically
productive	JJ	productive
and	CC	and
producing	VBG	produce
output	NN	output
.	SENT	.
You	PP	you
need	VBP	need
to	TO	to
do	VB	do
that	DT	that
system	NN	system
.	SENT	.
And	CC	and
so	RB	so
for	IN	for
reasons	NNS	reason
I	PP	I
wrote	VBD	write
on	IN	on
that	DT	that
page	NN	page
,	,	,
that	DT	that
post	NN	post
--	:	--
it	PP	it
'	POS	'
s	NN	S
on	IN	on
LinkedIn	NP	<unknown>
if	IN	if
people	NNS	people
want	VBP	want
it	PP	it
--	:	--
that	IN	that
you	PP	you
need	VBP	need
to	TO	to
restructure	VB	restructure
it	PP	it
.	SENT	.
Now	RB	now
we	PP	we
are	VBP	be
restructuring	VBG	restructure
it	PP	it
,	,	,
OK	UH	OK
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
the	DT	the
inevitable	JJ	inevitable
consequence	NN	consequence
of	IN	of
what	WP	what
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
here	RB	here
.	SENT	.
We	PP	we
will	MD	will
come	VB	come
out	RP	out
of	IN	of
that	DT	that
.	SENT	.
There	EX	there
has	VBZ	have
been	VBN	be
a	DT	a
tremendous	JJ	tremendous
transfer	NN	transfer
of	IN	of
wealth	NN	wealth
,	,	,
whether	IN	whether
people	NNS	people
realize	VBP	realize
it	PP	it
or	CC	or
not	RB	not
,	,	,
through	IN	through
the	DT	the
production	NN	production
of	IN	of
all	DT	all
of	IN	of
that	DT	that
borrowed	VBN	borrow
money	NN	money
.	SENT	.
And	CC	and
all	DT	all
of	IN	of
that	DT	that
producing	NN	producing
of	IN	of
money	NN	money
,	,	,
that	WDT	that
is	VBZ	be
a	DT	a
big	JJ	big
force	NN	force
.	SENT	.
We	PP	we
will	MD	will
come	VB	come
out	RP	out
of	IN	of
here	RB	here
,	,	,
and	CC	and
the	DT	the
thing	NN	thing
we	PP	we
will	MD	will
talk	VB	talk
about	RB	about
over	IN	over
the	DT	the
next	JJ	next
couple	NN	couple
of	IN	of
years	NNS	year
,	,	,
and	CC	and
probably	RB	probably
sooner	RBR	sooner
rather	RB	rather
than	IN	than
later	RBR	later
,	,	,
is	VBZ	be
how	WRB	how
we	PP	we
do	VBP	do
that	DT	that
restructuring	NN	restructuring
.	SENT	.
And	CC	and
my	PP$	my
worry	NN	worry
now	RB	now
is	VBZ	be
the	DT	the
same	JJ	same
as	IN	as
my	PP$	my
worry	NN	worry
then	RB	then
.	SENT	.
Whether	IN	whether
that	DT	that
will	MD	will
be	VB	be
done	VBN	do
in	IN	in
a	DT	a
civil	JJ	civil
,	,	,
bipartisan	JJ	bipartisan
way	NN	way
that	WDT	that
will	MD	will
both	CC	both
increase	VB	increase
the	DT	the
size	NN	size
of	IN	of
the	DT	the
pie	NN	pie
and	CC	and
divide	VB	divide
it	PP	it
well	RB	well
,	,	,
rather	RB	rather
than	IN	than
damage	NN	damage
the	DT	the
economy	NN	economy
,	,	,
because	IN	because
you	PP	you
lose	VBP	lose
productivity	NN	productivity
.	SENT	.
There	EX	there
are	VBP	be
certain	JJ	certain
things	NNS	thing
that	WDT	that
are	VBP	be
great	JJ	great
investments	NNS	investment
,	,	,
education	NN	education
is	VBZ	be
a	DT	a
great	JJ	great
investment	NN	investment
