Well	RB	well
remained	VBN	remain
relatively	RB	relatively
stable	JJ	stable
.	SENT	.
The	DT	the
great	JJ	great
increase	NN	increase
in	IN	in
mass	JJ	mass
incarceration	NN	incarceration
in	IN	in
this	DT	this
country	NN	country
wasn	NN	<unknown>
'	POS	'
t	NN	t
really	RB	really
in	IN	in
violent	JJ	violent
crime	NN	crime
categories	NNS	category
.	SENT	.
It	PP	it
was	VBD	be
this	DT	this
misguided	JJ	misguided
war	NN	war
on	IN	on
drugs	NNS	drug
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
where	WRB	where
the	DT	the
dramatic	JJ	dramatic
increases	NNS	increase
have	VBP	have
come	VBN	come
in	IN	in
our	PP$	our
prison	NN	prison
population	NN	population
.	SENT	.
And	CC	and
we	PP	we
got	VBD	get
carried	VBN	carry
away	RB	away
with	IN	with
the	DT	the
rhetoric	NN	rhetoric
of	IN	of
punishment	NN	punishment
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
have	VBP	have
three	CD	three
strikes	NNS	strike
laws	NNS	law
that	WDT	that
put	VBP	put
people	NNS	people
in	IN	in
prison	NN	prison
forever	RB	forever
for	IN	for
stealing	VBG	steal
a	DT	a
bicycle	NN	bicycle
,	,	,
for	IN	for
low-level	JJ	low-level
property	NN	property
crimes	NNS	crime
,	,	,
rather	RB	rather
than	IN	than
making	VBG	make
them	PP	them
give	VB	give
those	DT	those
resources	NNS	resource
back	RB	back
to	TO	to
the	DT	the
people	NNS	people
who	WP	who
they	PP	they
victimized	VBD	victimize
.	SENT	.
I	PP	I
believe	VBP	believe
we	PP	we
need	VBP	need
to	TO	to
do	VB	do
more	RBR	more
to	TO	to
help	VB	help
people	NNS	people
who	WP	who
are	VBP	be
victimized	VBN	victimize
by	IN	by
crime	NN	crime
,	,	,
not	RB	not
do	VBP	do
less	RBR	less
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
our	PP$	our
current	JJ	current
punishment	NN	punishment
philosophy	NN	philosophy
does	VBZ	do
nothing	NN	nothing
for	IN	for
no	DT	no
one	CD	one
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	DT	that
'	''	'
s	VBG	<unknown>
the	DT	the
orientation	NN	orientation
that	IN	that
we	PP	we
have	VBP	have
to	TO	to
change	VB	change
.	SENT	.
CA	MD	ca
:	:	:
Bryan	NP	Bryan
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
struck	VBD	strike
a	DT	a
massive	JJ	massive
chord	NN	chord
here	RB	here
.	SENT	.
You	PP	you
'	''	'
re	IN	re
an	DT	an
inspiring	JJ	inspiring
person	NN	person
.	SENT	.
Thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
coming	VBG	come
to	TO	to
TED	VB	ted
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
