Hello hello
pressure pressure
, ,
it it
' '
s s
very very
hard hard
to to
get get
that that
message message
and and
convince convince
people people
to to
take take
it it
seriously seriously
if if
you you
' '
re re
overhyping overhyp
it it
. .
But but
equally equally
, ,
if if
you you
' '
re re
waiting wait
too too
long long
, ,
and and
saying say
it it
' '
s s
not not
a a
concern concern
yet yet
, ,
we we
' '
re re
OK ok
for for
the the
moment moment
, ,
a a
lot lot
of of
people people
think think
it it
' '
s s
just just
flu flu
. .
By by
the the
time time
it it
hits hit
hard hard
, ,
as as
I i
' '
ve ve
said say
, ,
you you
' '
re re
going go
to to
have have
weeks week
of of
an an
overburdened overburden
health health
system system
, ,
because because
even even
if if
you you
take take
interventions intervention
, ,
it it
' '
s s
too too
late late
to to
control control
the the
infections infection
that that
have have
happened happen
. .
So so
I i
think think
it it
' '
s s
a a
fine fine
line line
, ,
and and
my my
hope hope
is be
there there
is be
this this
ramp-up ramp-up
in in
messaging message
, ,
now now
people people
have have
these these
tangible tangible
examples example
like like
Italy italy
, ,
where where
they they
can can
see see
what what
' '
s s
going go
to to
happen happen
if if
they they
don don
' '
t t
take take
it it
seriously seriously
. .
But but
certainly certainly
, ,
of of
all all
the the
diseases disease
I i
' '
ve ve
seen see
, ,
I i
think think
many many
of of
my my
colleagues colleague
who who
are be
much much
older old
than than
me me
and and
have have
memories memory
of of
other other
outbreaks outbreak
, ,
it it
' '
s s
the the
scariest scary
thing thing
we we
' '
ve ve
seen see
in in
terms term
of of
the the
impact impact
it it
could could
have have
, ,
and and
I i
think think
we we
need need
to to
respond respond
to to
that that
. .
CA ca
: :
It it
' '
s s
the the
scariest scary
disease disease
you you
' '
ve ve
seen see
. .
Wow wow
. .
I i
' '
ve ve
got get
some some
questions question
for for
you you
from from
my my
friends friend
on on
Twitter twitter
. .
Everyone everyone
is be
obviously obviously
super super
exercised exercise
about about
this this
topic topic
. .
Hypothetically hypothetically
, ,
if if
everyone everyone
stayed stay
home home
for for
three three
weeks week
, ,
would would
that that
effectively effectively
wipe wipe
this this
out out
? ?
Is be
there there
a a
way way
to to
socially socially
distance distance
ourselves ourselves
out out
of of
this this
? ?
AK ak
: :
Yeah yeah
, ,
I i
think think
in in
certain certain
countries country
with with
reasonably reasonably
small small
household household
sizes size
, ,
I i
think think
average average
in in
the the
UK uk
, ,
US us
is be
about about
two two
and and
a a
half half
, ,
so so
even even
if if
you you
had have
a a
round round
of of
infection infection
within within
the the
household household
, ,
that that
would would
probably probably
stamp stamp
it it
out out
. .
As as
a a
secondary secondary
benefit benefit
, ,
you you
may may
well well
stamp stamp
out out
a a
few few
other other
infections infection
, ,
too too
. .
Measles measles
only only
circulates circulate
in in
humans human
, ,
so so
you you
may may
have have
some some
knock-on knock-on
effect effect
, ,
if if
, ,
of of
course course
, ,
that that
were be
ever ever
to to
be be
possible possible
. .
CA ca
: :
I i
mean mean
, ,
obviously obviously
that that
would would
be be
a a
huge huge
dent dent
to to
the the
economy economy
, ,
and and
this this
is be
in in
a a
way way
almost almost
, ,
like like
, ,
one one
of of
the the
underlying underlie
challenges challenge
here here
is be
that that
you you
can can
' '
t t
optimize optimize
public public
policy policy
for for
both both
economic economic
health health
and and
fighting fight
a a
virus virus
. .
Like like
, ,
those those
two two
things thing
are be
, ,
to to
some some
extent extent
, ,
in in
conflict conflict
, ,
or or
at at
least least
, ,
short-term short-term
economic economic
health health
and and
fighting fight
a a
virus virus
. .
Those those
two two
things thing
are be
in in
conflict conflict
, ,
right right
? ?
And and
societies society
need need
to to
pick pick
one one
. .
AK ak
: :
It it
is be
tough tough
to to
convince convince
people people
of of
that that
balance balance
, ,
the the
thing thing
we we
always always
say say
of of
pandemic pandemic
planning planning
is be
it it
' '
s s
cheap cheap
to to
put put
this this
stuff stuff
in in
place place
now now
-- --
otherwise otherwise
, ,
you you
' '
ve ve
got get
to to
pay pay
for for
it it
later later
. .
But but
unfortunately unfortunately
, ,
as as
we we
' '
ve ve
seen see
with with
this this
, ,
that that
a a
lot lot
of of
early early
money money
for for
response response
wasn wasn
' '
t t
there there
. .
And and
it it
' '
s s
only only
when when
it it
has have
an an
impact impact
and and
when when
it it
' '
s s
going go
to to
get get
expensive expensive
that that
people people
are be
happy happy
to to
take take
that that
cost cost
on on
board board
, ,
it it
seems seem
. .
CA ca
: :
OK ok
, ,
some some
more more
Twitter twitter
questions question
. .
Will will
the the
rising rise
temperature temperature
in in
coming come
weeks week
and and
months month
slow slow
down down
the the
COVID-19 covid-19
spread spread
? ?
AK ak
: :
I @card@
haven haven
' '
t t
seen see
any any
convincing convincing
evidence evidence
that that
there there
' '
s s
that that
strong strong
pattern pattern
with with
temperature temperature
, ,
and and
we we
' '
ve ve
seen see
it it
for for
other other
infections infection
that that
there there
is be
this this
seasonal seasonal
pattern pattern
, ,
but but
I i
think think
the the
fact fact
we we
' '
re re
getting get
widespread widespread
outbreaks outbreak
makes make
it it
hard hard
to to
identify identify
, ,
and and
of of
course course
, ,
there there
' '
s s
other other
things thing
going go
on on
. .
So so
even even
if if
one one
country country
doesn doesn
' '
t t
have have
as as
big big
an an
outbreak outbreak
as as
another another
, ,
that that
' '
s s
going go
to to
be be
influenced influence
by by
control control
measures measure
, ,
by by
social social
behavior behavior
, ,
by by
opportunities opportunity
and and
these these
things thing
as as
well well
. .
So so
it it
would would
be be
really really
reassuring reassuring
if if
this this
was be
the the
case case
, ,
but but
I i
don don
' '
t t
think think
we we
can can
say say
that that
just just
yet yet
. .
CA ca
: :
Continuing continue
from from
Twitter twitter
, ,
I i
mean mean
, ,
is be
there there
a a
standardized standardized
global global
recommendation recommendation
for for
all all
countries country
on on
how how
to to
do do
this this
? ?
And and
if if
not not
, ,
why why
not not
? ?
AK ak
: :
I i
think think
that that
' '
s s
what what
people people
are be
trying try
to to
piece piece
together together
, ,
first first
in in
terms term
of of
what what
works work
. .
It it
' '
s s
only only
really really
in in
the the
last last
sort sort
of of
few few
weeks week
we we
' '
ve ve
got get
a a
sense sense
that that
this this
thing thing
can can
be be
controllable controllable
with with
this this
extent extent
of of
interventions intervention
, ,
but but
of of
course course
, ,
not not
all all
countries country
can can
do do
what what
China china
have have
done do
, ,
some some
of of
these these
measures measure
incur incur
a a
huge huge
social social
, ,
economic economic
, ,
psychological psychological
burden burden
on on
populations population
. .
And and
of of
course course
, ,
there there
' '
s s
the the
time time
limit limit
. .
In in
China china
they they
' '
ve ve
had have
them them
in in
for for
six six
weeks week
it it
' '
s s
tough tough
to to
maintain maintain
that that
, ,
so so
we we
need need
to to
think think
of of
these these
tradeoffs tradeoff
of of
all all
the the
things thing
we we
can can
ask ask
people people
to to
do do
, ,
what what
' '
s s
going go
to to
have have
the the
most most
impact impact
on on
actually actually
reducing reduce
the the
burden burden
. .
CA ca
: :
Another another
question question
: :
How how
did do
this this
happen happen
and and
is be
it it
likely likely
to to
happen happen
again again
? ?
AK ak
: :
So so
it it
' '
s s
likely likely
that that
this this
originated originate
with with
the the
virus virus
that that
was be
circling circle
in in
bats bat
and and
then then
probably probably
made make
its its
way way
through through
another another
species species
into into
humans human
somehow somehow
, ,
there there
' '
s s
a a
lot lot
of of
bits bit
of of
evidence evidence
around around
this this
, ,
there there
' '
s s
not not
kind kind
of of
single single
, ,
clear clear
story story
, ,
but but
even even
for for
SARS sars
, ,
it it
took take
several several
years year
for for
genomics genomics
to to
piece piece
together together
the the
exact exact
route route
that that
it it
happened happen
. .
But but
certainly certainly
, ,
I i
think think
it it
' '
s s
plausible plausible
that that
it it
could could
happen happen
again again
. .
Nature nature
is be
throwing throw
out out
these these
viruses virus
constantly constantly
. .
Many many
of of
them them
aren aren
' '
t t
well-adapted well-adapted
to to
humans human
, ,
don don
' '
t t
pick pick
up up
, ,
you you
know know
, ,
there there
may may
well well
have have
been be
a a
virus virus
like like
this this
a a
few few
years year
ago ago
that that
just just
happened happen
to to
infect infect
someone someone
who who
just just
didn didn
' '
t t
have have
any any
contacts contact
and and
didn didn
' '
t t
go go
any any
further further
. .
I i
think think
we we
are be
going go
to to
face face
these these
things thing
and and
we we
need need
to to
think think
about about
how how
can can
we we
get get
in in
early early
at at
the the
stage stage
where where
we we
' '
re re
talking talk
small small
numbers number
of of
cases case
, ,
and and
even even
something something
like like
this this
is be
containable containable
, ,
rather rather
than than
the the
situation situation
we we
' '
ve ve
got get
now now
. .
CA ca
: :
It it
seems seem
like like
this this
isn isn
' '
t t
the the
first first
time time
that that
a a
virus virus
seems seem
to to
have have
emerged emerge
from from
, ,
like like
, ,
a a
wild wild
meat meat
market market
. .
That that
' '
s s
certainly certainly
how how
it it
happens happen
in in
the the
movies movie
. .
And and
I i
think think
China china
has have
already already
taken take
some some
steps step
this this
time time
to to
try try
to to
crack crack
down down
on on
that that
. .
I i
guess guess
that that
' '
s s
potentially potentially
quite quite
a a
big big
deal deal
for for
the the
future future
if if
that that
can can
be be
properly properly
maintained maintain
. .
AK ak
: :
It it
is be
, ,
and and
we we
saw see
, ,
for for
example example
, ,
the the
H7N9 h7n9
avian avian
flu flu
, ,
over over
the the
last last
few few
years year
, ,
in in
2013 @card@
, ,
it it
was be
a a
big big
emerging emerge
concern concern
, ,
and and
China china
made make
a a
very very
extensive extensive
response response
in in
terms term
of of
changing change
how how
they they
operate operate
their their
markets market
and and
vaccination vaccination
of of
birds bird
and and
that that
seems seem
to to
have have
removed remove
that that
threat threat
. .
So so
I i
think think
these these
measures measure
can can
be be
effective effective
if if
they they
' '
re re
identified identify
early early
on on
. .
CA ca
: :
So so
talk talk
about about
vaccinations vaccination
. .
That that
' '
s s
the the
key key
measure measure
, ,
I i
guess guess
, ,
to to
change change
that that
susceptibility susceptibility
factor factor
in in
your your
equation equation
. .
There there
' '
s s
obviously obviously
a a
race race
on on
to to
get get
these these
vaccinations vaccination
out out
there there
, ,
there there
are be
some some
candidate candidate
vaccinations vaccination
there there
. .
How how
do do
you you
see see
that that
playing play
out out
? ?
AK ak
: :
I i
think think
there there
' '
s s
certainly certainly
some some
promising promising
development development
happening happening
, ,
but but
I i
think think
the the
timescales timescale
of of
these these
things thing
are be
really really
on on
the the
order order
of of
maybe maybe
a a
year year
, ,
18 @card@
months month
before before
these these
things thing
be be
widely widely
available available
. .
Obviously obviously
, ,
a a
vaccine vaccine
has have
to to
go go
through through
these these
stages stage
of of
trials trial
, ,
that that
takes take
time time
, ,
so so
even even
if if
by by
the the
end end
of of
the the
year year
, ,
we we
have have
something something
which which
is be
viable viable
and and
works work
, ,
we we
' '
re re
still still
going go
to to
see see
a a
delay delay
before before
everyone everyone
can can
get get
ahold ahold
of of
it it
. .
CA ca
: :
So so
this this
really really
puzzles puzzle
me me
, ,
actually actually
, ,
and and
I i
' '
d d
love love
to to
ask ask
you you
as as
a a
mathematician mathematician
about about
this this
as as
well well
. .
There there
are be
already already
several several
companies company
believing believe
that that
they they
have have
plausible plausible
candidate candidate
vaccines vaccine
. .
As as
you you
say say
, ,
the the
process process
of of
testing testing
takes take
forever forever
. .
Is be
there there
a a
case case
that that
we we
' '
re re
not not
thinking think
about about
this this
right right
when when
we we
' '
re re
looking look
at at
the the
way way
that that
testing testing
is be
done do
and and
that that
the the
safety safety
calculations calculation
are be
made make
? ?
Because because
it it
' '
s s
one one
thing thing
if if
you you
' '
re re
going go
to to
introduce introduce
a a
brand brand
new new
drug drug
or or
something something
-- --
yes yes
, ,
you you
want want
to to
test test
to to
make make
sure sure
that that
there there
are be
no no
side side
effects effect
, ,
and and
that that
can can
take take
a a
long long
time time
by by
the the
time time
you you
' '
ve ve
done do
all all
the the
control control
trials trial
and and
all all
the the
rest rest
of of
it it
. .
If if
there there
' '
s s
a a
global global
emergency emergency
, ,
isn isn
' '
t t
there there
a a
case case
, ,
both both
mathematically mathematically
and and
ethically ethically
, ,
that that
there there
should should
just just
be be
a a
different different
calculation calculation
, ,
the the
question question
shouldn shouldn
' '
t t
be be
" "
Is be
there there
any any
possible possible
case case
where where
this this
vaccine vaccine
can can
do do
harm harm
, ,
" "
the the
question question
surely surely
should should
be be
, ,
" "
On on
the the
net net
probabilities probability
, ,
isn isn
' '
t t
there there
a a
case case
to to
roll roll
this this
out out
at at
scale scale
, ,
to to
have have
a a
shot shot
at at
nipping nip
this this
thing thing
in in
the the
bud bud
? ?
" "
I i
mean mean
, ,
what what
am be
I i
missing miss
in in
thinking think
that that
way way
? ?
AK ak
: :
I i
mean mean
, ,
we we
do do
see see
that that
in in
other other
situations situation
, ,
for for
example example
, ,
the the
Ebola ebola
vaccine vaccine
in in
2015 @card@
showed show
, ,
within within
a a
few few
months month
, ,
very very
promising promise
evidence evidence
and and
interim interim
results result
of of
the the
trial trial
in in
humans human
showed show
what what
seemed seem
very very
high high
efficacy efficacy
. .
And and
even even
though though
it it
hadn hadn
' '
t t
been be
licensed license
fully fully
, ,
it it
was be
employed employ
for for
what what
is be
known know
as as
compassionate compassionate
use use
in in
subsequent subsequent
other other
outbreaks outbreak
. .
So so
there there
are be
these these
mechanisms mechanism
where where
vaccines vaccine
can can
be be
fast-tracked fast-track
in in
this this
way way
. .
But but
of of
course course
, ,
we we
' '
re re
currently currently
in in
a a
situation situation
where where
we we
have have
no no
idea idea
if if
these these
things thing
will will
do do
anything anything
at at
all all
. .
So so
I i
think think
we we
need need
to to
accrue accrue
enough enough
evidence evidence
that that
it it
could could
have have
an an
impact impact
, ,
but but
obviously obviously
, ,
fast-track fast-track
that that
as as
much much
as as
possible possible
. .
CA ca
: :
But but
the the
skeptic skeptic
in in
me me
still still
doesn doesn
' '
t t
fully fully
get get
this this
. .
I i
don don
' '
t t
understand understand
why why
there there
isn isn
' '
t t
more more
energy energy
behind behind
bolder bold
thinking thinking
on on
this this
. .
Everyone everyone
seems seem
, ,
despite despite
the the
overall overall
risk risk
, ,
incredibly incredibly
risk-averse risk-averse
about about
how how
to to
build build
the the
response response
to to
it it
. .
AK ak
: :
So so
with with
the the
caveat caveat
that that
, ,
yeah yeah
, ,
there there
' '
s s
a a
lot lot
of of
good good
questions question
on on
this this
, ,
and and
some some
of of
them them
are be
slightly slightly
outside outside
my my
wheelhouse wheelhouse
, ,
but but
I i
agree agree
that that
we we
need need
to to
do do
more more
to to
get get
timescales timescale
out out
. .
The the
example example
I i
always always
quote quote
is be
it it
takes take
us us
six six
months month
to to
choose choose
a a
seasonal seasonal
flu flu
strain strain
and and
get get
the the
vaccines vaccine
out out
there there
to to
people people
. .
We we
always always
have have
to to
try try
and and
predict predict
ahead ahead
which which
strains strain
are be
going go
to to
be be
circulating circulate
. .
And and
that that
' '
s s
for for
something something
we we
know know
how how
to to
make make
and and
has have
been be
manufactured manufacture
for for
a a
long long
time time
. .
So so
there there
is be
definitely definitely
more more
that that
needs need
to to
be be
done do
to to
get get
these these
timescales timescale
shorter short
. .
But but
I i
think think
we we
do do
have have
to to
balance balance
that that
, ,
especially especially
if if
we we
' '
re re
exposing expose
large large
numbers number
of of
people people
to to
something something
to to
make make
sure sure
that that
we we
' '
re re
confident confident
it it
' '
s s
safe safe
and and
that that
it it
' '
s s
going go
to to
have have
some some
benefit benefit
, ,
potentially potentially
. .
CA ca
: :
And and
so so
, ,
finally finally
, ,
Adam adam
, ,
I i
guess guess
going go
into into
this this
-- --
There there
' '
s s
another another
set set
of of
infectious infectious
things thing
happening happen
around around
the the
world world
at at
the the
same same
time time
, ,
which which
is be
ideas idea
and and
the the
communication communication
around around
this this
thing thing
. .
They they
really really
are be
two two
very very
dynamic dynamic
, ,
interactive interactive
systems system
of of
infectiousness infectiousness
-- --
there there
' '
s s
some some
very very
damaging damaging
information information
out out
there there
. .
Is be
it it
fair fair
to to
think think
of of
this this
as as
battle battle
of of
credible credible
knowledge knowledge
and and
measures measure
against against
the the
bug bug
, ,
and and
just just
bad bad
information information
-- --
You you
know know
, ,
part part
of of
what what
we we
have have
to to
think think
about about
here here
is be
how how
to to
suppress suppress
one one
set set
of of
things thing
and and
boost boost
the the
other other
, ,
actually actually
, ,
turbocharge turbocharge
the the
other other
. .
How how
should should
we we
think think
of of
this this
? ?
AK ak
: :
I i
think think
we we
can can
definitely definitely
think think
of of
it it
almost almost
as as
competition competition
for for
our our
attention attention
, ,
and and
we we
see see
similarly similarly
, ,
with with
diseases disease
, ,
you you
have have
viruses virus
competing compete
to to
infect infect
susceptible susceptible
hosts host
. .
And and
I i
think think
we we
' '
re re
now now
seeing see
, ,
I i
guess guess
over over
the the
last last
few few
years year
with with
fake fake
news news
and and
misinformation misinformation
and and
the the
emergence emergence
of of
awareness awareness
, ,
more more
of of
a a
transition transition
to to
thinking think
about about
how how
do do
we we
reduce reduce
that that
susceptibility susceptibility
if if
we we
have have
people people
that that
can can
be be
in in
these these
different different
states state
, ,
how how
can can
we we
try try
and and
preempt preempt
better good
with with
information information
. .
I i
think think
the the
challenge challenge
for for
an an
outbreak outbreak
is be
obviously obviously
, ,
early early
on on
, ,
we we
have have
very very
little little
good good
information information
, ,
and and
it it
' '
s s
very very
easy easy
for for
certainty certainty
and and
confidence confidence
to to
fill fill
that that
vacuum vacuum
. .
And and
so so
I i
think think
that that
is be
something something
-- --
I i
know know
platforms platform
are be
working work
on on
how how
can can
we we
get get
people people
exposed expose
to to
good good
information information
earlier earlier
, ,
so so
hopefully hopefully
protect protect
them them
against against
other other
stuff stuff
. .
CA ca
: :
One one
of of
the the
big big
unknowns unknown
to to
me me
in in
the the
year year
ahead ahead
-- --
let let
' '
s s
say say
that that
the the
year year
ahead ahead
includes include
many many
, ,
many many
more more
weeks week
, ,
for for
many many
people people
, ,
of of
actually actually
self-isolating self-isolate
. .
Those those
of of
us us
who who
are be
lucky lucky
enough enough
to to
have have
jobs job
where where
you you
can can
do do
that that
. .
You you
know know
, ,
staying stay
home home
. .
By by
the the
way way
, ,
the the
whole whole
injustice injustice
of of
this this
situation situation
, ,
where where
so so
many many
people people
can can
' '
t t
do do
that that
and and
continue continue
to to
make make
a a
living living
, ,
is be
, ,
I i
' '
m m
sure sure
, ,
going go
to to
be be
a a
huge huge
deal deal
in in
the the
year year
ahead ahead
and and
if if
it it
turns turn
out out
that that
death death
rates rate
are be
much much
higher high
in in
the the
latter latter
group group
than than
in in
the the
former former
group group
, ,
and and
especially especially
in in
a a
country country
like like
the the
US us
, ,
where where
the the
latter latter
group group
doesn doesn
' '
t t
even even
have have
proper proper
health health
insurance insurance
and and
so so
forth forth
. .
That that
feels feel
like like
right right
there there
, ,
that that
could could
just just
become become
a a
huge huge
debate debate
, ,
hopefully hopefully
a a
huge huge
source source
of of
change change
at at
some some
level level
. .
AK ak
: :
I i
think think
that that
' '
s s
an an
incredibly incredibly
important important
point point
, ,
because because
it it
' '
s s
very very
easy easy
-- --
I i
similarly similarly
have have
a a
job job
where where
remote remote
working working
is be
fairly fairly
easy easy
, ,
and and
it it
' '
s s
very very
easy easy
to to
say say
we we
should should
just just
stop stop
social social
interactions interaction
, ,
but but
of of
course course
, ,
that that
could could
have have
an an
enormous enormous
impact impact
on on
people people
and and
the the
choices choice
and and
the the
routine routine
that that
they they
can can
have have
. .
And and
I i
think think
those those
do do
need need
to to
be be
accounted account
for for
, ,
both both
now now
and and
what what
the the
effect effect
is be
going go
to to
look look
like like
a a
few few
months month
down down
the the
line line
. .
CA ca
: :
When when
all all
' '
s s
said say
and and
done do
, ,
is be
it it
fair fair
to to
say say
that that
the the
world world
has have
faced face
, ,
actually actually
, ,
much much
graver grave
problems problem
in in
the the
past past
, ,
that that
on on
any any
scenario scenario
, ,
it it
' '
s s
highly highly
likely likely
that that
at at
some some
point point
in in
the the
next next
18 @card@
months month
, ,
let let
' '
s s
say say
, ,
a a
vaccine vaccine
is be
there there
and and
starts start
to to
get get
wide wide
distribution distribution
, ,
that that
we we
will will
have have
learned learn
lots lot
of of
other other
ways way
to to
manage manage
this this
problem problem
? ?
But but
at at
some some
point point
, ,
next next
year year
probably probably
, ,
the the
world world
will will
feel feel
like like
it it
' '
s s
got get
on on
top top
of of
this this
and and
can can
move move
on on
. .
Is be
that that
likely likely
to to
be be
it it
, ,
or or
is be
this this
more more
likely likely
to to
be be
, ,
you you
know know
, ,
it it
escapes escape
, ,
it it
' '
s s
now now
an an
endemic endemic
nightmare nightmare
that that
every every
year year
picks pick
off off
far far
more more
people people
than than
are be
picked pick
off off
by by
the the
flu flu
currently currently
. .
What what
are be
the the
likely likely
ways way
forward forward
, ,
just just
taking take
a a
slightly slightly
longer-term longer-term
view view
? ?
AK ak
: :
I i
think think
there there
' '
s s
plausible plausible
ways way
you you
could could
see see
all all
of of
those those
potentially potentially
playing play
out out
. .
I i
think think
the the
most most
plausible plausible
is be
probably probably
that that
we we
' '
ll ll
see see
very very
rapid rapid
growth growth
this this
year year
and and
lots lot
of of
large large
outbreaks outbreak
that that
don don
' '
t t
recur recur
, ,
necessarily necessarily
. .
But but
there there
is be
a a
potential potential
sequence sequence
of of
events event
that that
could could
end end
up up
with with
these these
kind kind
of of
multiyear multiyear
outbreaks outbreak
in in
different different
places place
and and
reemerging reemerg
. .
But but
I i
think think
it it
' '
s s
likely likely
we we
' '
ll ll
see see
most most
transmission transmission
concentrated concentrate
in in
the the
next next
year year
or or
so so
. .
And and
then then
, ,
obviously obviously
, ,
if if
there there
' '
s s
a a
vaccine vaccine
available available
, ,
we we
can can
move move
past past
this this
, ,
and and
hopefully hopefully
learn learn
from from
this this
. .
I i
think think
a a
lot lot
of of
the the
countries country
that that
responded respond
very very
strongly strongly
to to
this this
were be
hit hit
very very
hard hard
by by
SARS sars
. .
Singapore singapore
, ,
Hong hong
Kong kong
, ,
that that
really really
did do
leave leave
an an
impact impact
, ,
and and
I i
think think
that that
' '
s s
something something
they they
' '
ve ve
drawn draw
on on
very very
heavily heavily
in in
their their
response response
to to
this this
. .
CA ca
: :
Alright alright
. .
So so
let let
' '
s s
wrap wrap
up up
maybe maybe
by by
just just
encouraging encourage
people people
to to
channel channel
their their
inner inner
mathematician mathematician
and and
especially especially
think think
about about
the the
opportunities opportunity
and and
the the
transmission transmission
probabilities probability
that that
they they
can can
help help
shift shift
. .
Just just
remind remind
us us
of of
the the
top top
three three
or or
four four
or or
five five
or or
six six
things thing
that that
you you
would would
love love
to to
see see
people people
doing do
. .
AK ak
: :
I i
think think
at at
the the
individual individual
level level
, ,
just just
thinking think
a a
lot lot
more more
about about
your your
interactions interaction
and and
your your
risk risk
of of
infection infection
and and
obviously obviously
, ,
what what
gets get
onto onto
your your
hands hand
and and
once once
that that
gets get
onto onto
your your
face face
, ,
and and
how how
do do
you you
potentially potentially
create create
that that
risk risk
for for
others other
. .
I i
think think
also also
, ,
in in
terms term
of of
interactions interaction
, ,
with with
things thing
like like
handshakes handshake
and and
maybe maybe
contacts contact
you you
don don
' '
t t
need need
to to
have have
. .
You you
know know
, ,
how how
can can
we we
get get
those those
down down
as as
much much
as as
possible possible
. .
If if
each each
person person
' '
s s
giving give
it it
to to
two two
or or
three three
others other
, ,
how how
do do
we we
get get
that that
number number
down down
to to
one one
, ,
through through
our our
behavior behavior
. .
And and
then then
it it
' '
s s
likely likely
that that
we we
' '
ll ll
need need
some some
larger-scale larger-scale
interventions intervention
in in
terms term
of of
gatherings gathering
, ,
conferences conference
, ,
other other
things thing
where where
there there
' '
s s
a a
lot lot
of of
opportunities opportunity
for for
transmission transmission
. .
And and
really really
, ,
I i
think think
that that
combination combination
of of
that that
individual individual
level level
, ,
you you
know know
, ,
if if
you you
' '
re re
ill ill
or or
potentially potentially
you you
' '
re re
going go
to to
get get
ill ill
, ,
reducing reduce
that that
risk risk
, ,
but but
then then
also also
us us
working work
together together
to to
prevent prevent
it it
getting get
into into
those those
groups group
who who
, ,
if if
it it
continues continue
to to
be be
uncontrolled uncontrolled
, ,
could could
really really
hit hit
some some
people people
very very
, ,
very very
hard hard
. .
CA ca
: :
Yeah yeah
, ,
there there
' '
s s
a a
lot lot
of of
things thing
that that
we we
may may
need need
to to
gently gently
let let
go go
of of
for for
a a
bit bit
. .
And and
maybe maybe
try try
to to
reinvent reinvent
the the
best good
aspects aspect
of of
them them
. .
Thank thank
you you
so so
much much
. .
If if
people people
want want
to to
keep keep
up up
with with
you you
, ,
first first
of of
all all
, ,
they they
can can
follow follow
you you
on on
Twitter twitter
, ,
for for
example example
. .
What what
' '
s s
your your
Twitter twitter
handle handle
? ?
AK ak
: :
So so
@AdamJKucharski twitterhandle
, ,
all all
one one
word word
. .
CA ca
: :
Adam adam
, ,
thank thank
you you
so so
much much
for for
your your
time time
, ,
stay stay
well well
. .
AK ak
: :
Thank thank
you you
. .
CA ca
: :
Associate associate
professor professor
and and
TED ted
Fellow fellow
Adam adam
Kucharski kucharski
. .
We we
' '
d d
love love
to to
hear hear
what what
you you
think think
of of
this this
bonus bonus
episode episode
. .
Please please
tell tell
us us
by by
rating rating
and and
reviewing review
us us
in in
Apple apple
Podcasts podcasts
or or
your your
favorite favorite
podcast podcast
app app
. .
Those those
reviews review
are be
influential influential
, ,
actually actually
. .
We we
certainly certainly
read read
every every
one one
, ,
and and
truly truly
appreciate appreciate
your your
feedback feedback
. .
This this
week week
' '
s s
show show
was be
produced produce
by by
Dan dan
O o
' '
Donnell donnell
at at
Transmitter transmitter
Media media
. .
Our our
production production
manager manager
is be
Roxanne roxanne
Hai hai
Lash lash
, ,
our our
fact-checker fact-checker
Nicole nicole
Bode bode
. .
This this
episode episode
was be
mixed mix
by by
Sam sam
Bair bair
. .
Our our
theme theme
music music
is be
by by
Allison allison
Layton-Brown layton-brown
. .
Special special
thanks thanks
to to
my my
colleague colleague
Michelle michelle
Quint quint
. .
Thanks thanks
for for
listening listen
to to
the the
TED ted
Interview interview
. .
We we
' '
ll ll
be be
back back
later later
this this
spring spring
with with
a a
whole whole
new new
season season
' '
s s
worth worth
of of
deep deep
dives dive
with with
great great
minds mind
. .
I i
hope hope
you you
' '
ll ll
enjoy enjoy
them them
whether whether
or or
not not
life life
is be
back back
to to
normal normal
. .
I i
' '
m m
Chris chris
Anderson anderson
, ,
thanks thanks
for for
listening listening
and and
stay stay
well well
. .
