Hey	UH	hey
a	DT	a
lot	NN	lot
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
just	RB	just
going	VBG	go
to	TO	to
wonder	VB	wonder
,	,	,
no	DT	no
matter	NN	matter
how	WRB	how
much	JJ	much
I	PP	I
'	''	'
m	NN	m
wondering	VBG	wonder
about	IN	about
it	PP	it
,	,	,
I	PP	I
I	PP	I
love	VBP	love
measuring	VBG	measure
culture	NN	culture
change	NN	change
by	IN	by
looking	VBG	look
at	IN	at
the	DT	the
vocabulary	NN	vocabulary
people	NNS	people
use	VBP	use
.	SENT	.
I	PP	I
guess	VBP	guess
I	PP	I
guess	VBP	guess
maybe	RB	maybe
this	DT	this
is	VBZ	be
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
a	DT	a
chicken	NN	chicken
in	IN	in
the	DT	the
egg	NN	egg
.	SENT	.
But	CC	but
is	VBZ	be
it	PP	it
possible	JJ	possible
that	IN	that
the	DT	the
vocabulary	NN	vocabulary
you	PP	you
'	POS	'
re	NN	re
introducing	VBG	introduce
is	VBZ	be
is	VBZ	be
creating	VBG	create
the	DT	the
change	NN	change
,	,	,
not	RB	not
just	RB	just
reflecting	VBG	reflect
it	PP	it
?	SENT	?
Yeah	RB	yeah
,	,	,
I	PP	I
think	VBP	think
language	NN	language
is	VBZ	be
praksis	NN	<unknown>
.	SENT	.
It	PP	it
is	VBZ	be
.	SENT	.
It	PP	it
is	VBZ	be
the	DT	the
theory	NN	theory
of	IN	of
change	NN	change
.	SENT	.
It	PP	it
is	VBZ	be
the	DT	the
practice	NN	practice
of	IN	of
change	NN	change
all	RB	all
wrapped	VBD	wrap
up	RP	up
into	IN	into
one	CD	one
thing	NN	thing
.	SENT	.
And	CC	and
you	PP	you
know	VBP	know
,	,	,
the	DT	the
greatest	JJS	great
compliment	NN	compliment
that	IN	that
I	PP	I
get	VBP	get
,	,	,
people	NNS	people
would	MD	would
come	VB	come
up	RP	up
after	IN	after
a	DT	a
talk	NN	talk
and	CC	and
say	VBP	say
,	,	,
I	PP	I
already	RB	already
knew	VBD	know
everything	NN	everything
you	PP	you
said	VBD	say
.	SENT	.
I	PP	I
had	VBD	have
no	DT	no
words	NNS	word
for	IN	for
it	PP	it
and	CC	and
I	PP	I
thought	VBD	think
it	PP	it
was	VBD	be
just	RB	just
me	PP	me
.	SENT	.
And	CC	and
so	RB	so
that	RB	that
'	''	'
s	NNS	<unknown>
that	WDT	that
'	POS	'
s	NNS	<unknown>
the	DT	the
goal	NN	goal
of	IN	of
the	DT	the
work	NN	work
to	TO	to
give	VB	give
people	NNS	people
language	NN	language
,	,	,
language	NN	language
is	VBZ	be
power	NN	power
.	SENT	.
And	CC	and
and	CC	and
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
myth	NN	myth
.	SENT	.
Here	RB	here
'	''	'
s	NNS	<unknown>
what	WP	what
I	PP	I
tell	VBP	tell
people	NNS	people
.	SENT	.
We	PP	we
think	VBP	think
.	SENT	.
That	DT	that
giving	VBG	give
language	NN	language
to	TO	to
hard	JJ	hard
emotions	NNS	emotion
like	IN	like
shame	NN	shame
,	,	,
our	PP$	our
grief	NN	grief
are	VBP	be
our	PP$	our
hard	JJ	hard
experiences	NNS	experience
,	,	,
gives	VBZ	give
those	DT	those
experiences	NNS	experience
or	CC	or
those	DT	those
emotions	NNS	emotion
power	NN	power
,	,	,
but	CC	but
giving	VBG	give
language	NN	language
to	TO	to
hard	JJ	hard
things	NNS	thing
gives	VBZ	give
us	PP	us
power	NN	power
.	SENT	.
Yeah	RB	yeah
,	,	,
that	IN	that
'	POS	'
s	NN	S
you	PP	you
know	VBP	know
,	,	,
that	IN	that
'	POS	'
s	NN	S
so	RB	so
true	JJ	true
when	WRB	when
when	WRB	when
we	PP	we
can	MD	can
name	VB	name
an	DT	an
emotion	NN	emotion
,	,	,
it	PP	it
at	IN	at
least	JJS	least
allows	VBZ	allow
us	PP	us
to	TO	to
analyze	VB	analyze
it	PP	it
or	CC	or
to	TO	to
reflect	VB	reflect
on	IN	on
it	PP	it
and	CC	and
to	TO	to
control	VB	control
it	PP	it
a	DT	a
little	JJ	little
bit	NN	bit
,	,	,
because	IN	because
we	PP	we
realize	VBP	realize
we	PP	we
have	VBP	have
choices	NNS	choice
about	IN	about
what	WP	what
we	PP	we
call	VBP	call
it	PP	it
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
do	VBP	do
something	NN	something
wrong	JJ	wrong
,	,	,
as	IN	as
you	PP	you
pointed	VBD	point
out	RP	out
so	IN	so
many	JJ	many
times	NNS	time
,	,	,
I	PP	I
have	VBP	have
a	DT	a
choice	NN	choice
about	RB	about
whether	IN	whether
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
interpret	VB	interpret
what	WP	what
I	PP	I
'	POS	'
m	NN	m
feeling	NN	feeling
as	IN	as
shame	NN	shame
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
a	DT	a
bad	JJ	bad
person	NN	person
or	CC	or
guilt	NN	guilt
.	SENT	.
I	PP	I
did	VBD	do
a	DT	a
bad	JJ	bad
thing	NN	thing
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
right	NN	right
,	,	,
you	PP	you
wanna	VBP	wanna
hear	VB	hear
something	NN	something
crazy	JJ	crazy
?	SENT	?
Yes	UH	yes
,	,	,
yes	UH	yes
,	,	,
yeah	RB	yeah
,	,	,
let	VB	let
me	PP	me
tell	VB	tell
you	PP	you
something	NN	something
crazy	JJ	crazy
.	SENT	.
So	RB	so
we	PP	we
have	VBP	have
communities	NNS	community
of	IN	of
facilitators	NNS	facilitator
and	CC	and
when	WRB	when
we	PP	we
look	VBP	look
at	IN	at
evaluation	NN	evaluation
'	POS	'
s	NN	S
from	IN	from
that	WDT	that
that	DT	that
kind	NN	kind
of	IN	of
deeply	RB	deeply
therapeutic	JJ	therapeutic
work	NN	work
where	WRB	where
people	NNS	people
will	MD	will
spend	VB	spend
a	DT	a
facilitator	NN	facilitator
will	MD	will
spend	VB	spend
12	CD	@card@
weeks	NNS	week
taking	VBG	take
people	NNS	people
through	RP	through
,	,	,
you	PP	you
know	VBP	know
,	,	,
daring	JJ	daring
,	,	,
greatly	RB	greatly
rising	VBG	rise
,	,	,
strong	JJ	strong
curriculum	NN	curriculum
in	IN	in
the	DT	the
end	NN	end
.	SENT	.
And	CC	and
the	DT	the
evaluation	NN	evaluation
,	,	,
what	WP	what
we	PP	we
see	VBP	see
over	RP	over
and	CC	and
over	RP	over
again	RB	again
,	,	,
understanding	VBG	understand
the	DT	the
difference	NN	difference
between	IN	between
shame	NN	shame
and	CC	and
guilt	NN	guilt
was	VBD	be
the	DT	the
most	RBS	most
important	JJ	important
part	NN	part
of	IN	of
this	DT	this
work	NN	work
.	SENT	.
Just	RB	just
understanding	VBG	understand
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
difference	NN	difference
between	IN	between
shame	NN	shame
I	PP	I
am	VBP	be
bad	JJ	bad
and	CC	and
guilt	NN	guilt
,	,	,
I	PP	I
did	VBD	do
something	NN	something
bad	JJ	bad
and	CC	and
that	IN	that
how	WRB	how
we	PP	we
talk	VBP	talk
to	TO	to
ourselves	PP	ourselves
or	CC	or
how	WRB	how
we	PP	we
use	VBP	use
shame	NN	shame
or	CC	or
guilt	NN	guilt
to	TO	to
parent	NN	parent
or	CC	or
lead	NN	lead
has	VBZ	have
profoundly	RB	profoundly
different	JJ	different
outcomes	NNS	outcome
.	SENT	.
Right	RB	right
.	SENT	.
Just	RB	just
understanding	VBG	understand
that	IN	that
I	PP	I
can	MD	can
look	VB	look
at	IN	at
my	PP$	my
child	NN	child
and	CC	and
say	VBP	say
,	,	,
you	PP	you
know	VBP	know
what	WP	what
?	SENT	?
You	PP	you
'	''	'
re	IN	re
a	DT	a
wonderful	JJ	wonderful
kid	NN	kid
.	SENT	.
That	DT	that
was	VBD	be
a	DT	a
really	RB	really
stupid	JJ	stupid
choice	NN	choice
and	CC	and
how	WRB	how
different	JJ	different
that	DT	that
is	VBZ	be
from	IN	from
your	PP$	your
stupid	JJ	stupid
kid	NN	kid
.	SENT	.
Yeah	RB	yeah
.	SENT	.
Which	WDT	which
changes	NNS	change
who	WP	who
people	NNS	people
are	VBP	be
,	,	,
you	PP	you
know	VBP	know
.	SENT	.
Welcome	VB	welcome
back	RB	back
to	TO	to
Taken	VBN	take
for	IN	for
Granted	VBN	grant
and	CC	and
my	PP$	my
conversation	NN	conversation
about	IN	about
vulnerability	NN	vulnerability
with	IN	with
Bernie	NP	Bernie
Brown	NP	Brown
,	,	,
one	CD	one
of	IN	of
the	DT	the
fears	NNS	fear
that	IN	that
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
carry	VBP	carry
around	RB	around
is	VBZ	be
people	NNS	people
are	VBP	be
worried	VBN	worry
that	IN	that
if	IN	if
they	PP	they
'	POS	'
re	NN	re
vulnerable	JJ	vulnerable
at	IN	at
the	DT	the
wrong	JJ	wrong
time	NN	time
or	CC	or
with	IN	with
the	DT	the
wrong	JJ	wrong
person	NN	person
,	,	,
especially	RB	especially
if	IN	if
they	PP	they
'	POS	'
re	NN	re
in	IN	in
a	DT	a
more	JJR	more
performance	NN	performance
oriented	JJ	oriented
culture	NN	culture
at	IN	at
work	NN	work
,	,	,
that	WDT	that
they	PP	they
might	MD	might
not	RB	not
be	VB	be
seen	VBN	see
as	IN	as
competent	JJ	competent
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
love	NN	love
to	TO	to
hear	VB	hear
your	PP$	your
latest	JJS	late
thinking	NN	thinking
on	IN	on
,	,	,
especially	RB	especially
in	IN	in
a	DT	a
virtual	JJ	virtual
world	NN	world
.	SENT	.
How	WRB	how
do	VBP	do
I	PP	I
figure	VB	figure
out	RP	out
what	WP	what
appropriate	JJ	appropriate
vulnerability	NN	vulnerability
is	VBZ	be
and	CC	and
how	WRB	how
do	VBP	do
I	PP	I
know	VBP	know
whether	IN	whether
it	PP	it
'	POS	'
s	NN	S
safe	JJ	safe
to	TO	to
be	VB	be
vulnerable	JJ	vulnerable
?	SENT	?
So	RB	so
I	PP	I
would	MD	would
say	VB	say
you	PP	you
don	VB	don
'	''	'
t	NN	t
you	PP	you
'	POS	'
ll	NNS	<unknown>
never	RB	never
succeed	VBP	succeed
in	IN	in
a	DT	a
performative	JJ	performative
culture	NN	culture
if	IN	if
you	PP	you
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
some	DT	some
of	IN	of
the	DT	the
things	NNS	thing
that	WDT	that
really	RB	really
are	VBP	be
vulnerable	JJ	vulnerable
,	,	,
like	IN	like
curiosity	NN	curiosity
.	SENT	.
If	IN	if
you	PP	you
pretend	VBP	pretend
like	IN	like
you	PP	you
know	VBP	know
everything	NN	everything
in	IN	in
a	DT	a
performative	JJ	performative
culture	NN	culture
and	CC	and
you	PP	you
'	POS	'
re	NN	re
not	RB	not
a	DT	a
learner	NN	learner
,	,	,
that	DT	that
house	NN	house
of	IN	of
cards	NNS	card
is	VBZ	be
going	VBG	go
to	TO	to
collapse	VB	collapse
at	IN	at
some	DT	some
point	NN	point
.	SENT	.
So	RB	so
what	WP	what
I	PP	I
think	VBP	think
people	NNS	people
are	VBP	be
asking	VBG	ask
is	VBZ	be
how	WRB	how
much	RB	much
is	VBZ	be
too	RB	too
much	JJ	much
to	TO	to
share	NN	share
about	IN	about
my	PP$	my
feelings	NNS	feeling
?	SENT	?
And	CC	and
that	WDT	that
always	RB	always
leads	VBZ	lead
me	PP	me
to	TO	to
this	DT	this
very	RB	very
simple	JJ	simple
sentence	NN	sentence
,	,	,
vulnerability	NN	vulnerability
minus	CC	minus
boundaries	NNS	boundary
is	VBZ	be
not	RB	not
vulnerability	NN	vulnerability
.	SENT	.
Are	VBP	be
you	PP	you
sharing	VBG	share
your	PP$	your
your	PP$	your
emotions	NNS	emotion
,	,	,
your	PP$	your
experiences	NNS	experience
to	TO	to
move	VB	move
?	SENT	?
Work	NN	work
connection	NN	connection
,	,	,
our	PP$	our
relationship	NN	relationship
forward	RB	forward
,	,	,
or	CC	or
are	VBP	be
you	PP	you
working	VBG	work
your	PP$	your
shit	NN	shit
out	RP	out
with	IN	with
somebody	NN	somebody
and	CC	and
work	NN	work
is	VBZ	be
not	RB	not
a	DT	a
place	NN	place
to	TO	to
do	VB	do
that	DT	that
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
ll	NNS	<unknown>
give	VBP	give
you	PP	you
an	DT	an
example	NN	example
that	IN	that
I	PP	I
think	VBP	think
is	VBZ	be
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
in	IN	in
fact	NN	fact
,	,	,
what	WP	what
I	PP	I
tell	VBP	tell
the	DT	the
story	NN	story
,	,	,
I	PP	I
tell	VBP	tell
the	DT	the
story	NN	story
a	DT	a
lot	NN	lot
when	WRB	when
I	PP	I
'	POS	'
m	NN	m
talking	VBG	talk
,	,	,
but	CC	but
I	PP	I
think	VBP	think
about	RB	about
you	PP	you
sometimes	RB	sometimes
,	,	,
Adam	NP	Adam
,	,	,
when	WRB	when
I	PP	I
tell	VBP	tell
the	DT	the
story	NN	story
,	,	,
because	IN	because
of	IN	of
things	NNS	thing
that	IN	that
I	PP	I
have	VBP	have
read	VBN	read
that	IN	that
you	PP	you
'	POS	'
ve	NNS	<unknown>
written	VBN	write
.	SENT	.
No	UH	no
,	,	,
no	UH	no
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
good	JJ	good
,	,	,
I	PP	I
think	VBP	think
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
this	DT	this
is	VBZ	be
a	DT	a
nuanced	JJ	nuanced
life	NN	life
is	VBZ	be
nuance	NN	nuance
.	SENT	.
Right	RB	right
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
was	VBD	be
working	VBG	work
with	IN	with
a	DT	a
group	NN	group
of	IN	of
newly	RB	newly
funded	VBN	fund
CEOs	NNS	CEO
from	IN	from
Silicon	NP	Silicon
Valley	NP	Valley
.	SENT	.
And	CC	and
after	IN	after
my	PP$	my
talk	NN	talk
,	,	,
one	CD	one
of	IN	of
them	PP	them
came	VBD	come
up	RP	up
to	TO	to
me	PP	me
and	CC	and
said	VBD	say
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
be	VB	be
vulnerable	JJ	vulnerable
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
tell	VB	tell
my	PP$	my
investors	NNS	investor
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
tell	VB	tell
my	PP$	my
employees	NNS	employee
,	,	,
look	VB	look
,	,	,
we	PP	we
'	POS	'
re	NN	re
in	IN	in
over	IN	over
our	PP$	our
head	NN	head
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
what	WP	what
I	PP	I
'	POS	'
m	NN	m
doing	VBG	do
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
re	NN	re
bleeding	NN	bleeding
money	NN	money
.	SENT	.
Right	RB	right
,	,	,
and	CC	and
he	PP	he
said	VBD	say
,	,	,
I	PP	I
'	POS	'
m	NN	m
just	RB	just
going	VBG	go
to	TO	to
be	VB	be
vulnerable	JJ	vulnerable
.	SENT	.
And	CC	and
I	PP	I
said	VBD	say
.	SENT	.
You	PP	you
must	MD	must
have	VB	have
stepped	VBN	step
out	RP	out
to	TO	to
go	VB	go
to	TO	to
the	DT	the
bathroom	NN	bathroom
and	CC	and
get	VB	get
a	DT	a
coffee	NN	coffee
during	IN	during
the	DT	the
part	NN	part
where	WRB	where
I	PP	I
said	VBD	say
vulnerability	NN	vulnerability
minus	IN	minus
boundaries	NNS	boundary
is	VBZ	be
not	RB	not
vulnerability	NN	vulnerability
.	SENT	.
We	PP	we
always	RB	always
have	VB	have
to	TO	to
interrogate	VB	interrogate
our	PP$	our
intention	NN	intention
around	IN	around
sharing	NN	sharing
and	CC	and
we	PP	we
have	VBP	have
to	TO	to
question	VB	question
who	WP	who
we	PP	we
'	POS	'
re	NN	re
sharing	NN	sharing
with	IN	with
and	CC	and
is	VBZ	be
that	IN	that
the	DT	the
right	JJ	right
thing	NN	thing
?	SENT	?
And	CC	and
he	PP	he
'	POS	'
s	NN	S
saying	VBG	say
,	,	,
so	RB	so
what	WP	what
do	VBP	do
you	PP	you
think	VBP	think
is	VBZ	be
going	VBG	go
to	TO	to
happen	VB	happen
?	SENT	?
You	PP	you
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
I	PP	I
should	MD	should
do	VB	do
it	PP	it
?	SENT	?
I	PP	I
said	VBD	say
,	,	,
I	PP	I
think	VBP	think
you	PP	you
'	''	'
ll	NNS	<unknown>
never	RB	never
get	VBP	get
funding	NN	funding
again	RB	again
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
you	PP	you
will	MD	will
unfairly	RB	unfairly
put	VB	put
the	DT	the
people	NNS	people
who	WP	who
'	POS	'
ve	NN	ve
probably	RB	probably
left	VBD	leave
great	JJ	great
jobs	NNS	job
to	TO	to
follow	VB	follow
you	PP	you
over	RP	over
here	RB	here
into	IN	into
a	DT	a
terrible	JJ	terrible
position	NN	position
of	IN	of
fear	NN	fear
.	SENT	.
And	CC	and
he	PP	he
said	VBD	say
,	,	,
so	RB	so
I	PP	I
don	VB	don
'	''	'
t	NN	t
understand	VB	understand
.	SENT	.
And	CC	and
I	PP	I
said	VBD	say
,	,	,
if	IN	if
you	PP	you
are	VBP	be
literally	RB	literally
in	IN	in
over	IN	over
your	PP$	your
head	NN	head
,	,	,
you	PP	you
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
what	WP	what
to	TO	to
do	VB	do
next	JJ	next
and	CC	and
you	PP	you
'	POS	'
re	NN	re
bleeding	NN	bleeding
money	NN	money
.	SENT	.
You	PP	you
should	MD	should
absolutely	RB	absolutely
share	VB	share
that	IN	that
with	IN	with
someone	NN	someone
,	,	,
but	CC	but
the	DT	the
question	NN	question
is	VBZ	be
,	,	,
who	WP	who
is	VBZ	be
the	DT	the
appropriate	JJ	appropriate
person	NN	person
to	TO	to
tell	VB	tell
?	SENT	?
I	PP	I
so	RB	so
appreciate	VBP	appreciate
the	DT	the
nuance	NN	nuance
that	IN	that
you	PP	you
bring	VBP	bring
to	TO	to
this	DT	this
idea	NN	idea
of	IN	of
vulnerability	NN	vulnerability
,	,	,
to	TO	to
say	VB	say
,	,	,
look	VB	look
,	,	,
you	PP	you
know	VBP	know
,	,	,
just	RB	just
just	RB	just
because	IN	because
vulnerability	NN	vulnerability
helps	VBZ	help
to	TO	to
build	VB	build
trust	NN	trust
doesn	NN	<unknown>
'	POS	'
t	NN	t
mean	VBP	mean
you	PP	you
should	MD	should
share	VB	share
everything	NN	everything
in	IN	in
all	DT	all
situations	NNS	situation
with	IN	with
other	JJ	other
people	NNS	people
now	RB	now
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	IN	that
'	POS	'
s	VBG	<unknown>
such	PDT	such
a	DT	a
common	JJ	common
misconception	NN	misconception
about	IN	about
the	DT	the
idea	NN	idea
.	SENT	.
I	PP	I
guess	VBP	guess
it	PP	it
comes	VBZ	come
up	RP	up
a	DT	a
lot	NN	lot
in	IN	in
discussions	NNS	discussion
about	IN	about
authenticity	NN	authenticity
to	TO	to
you	PP	you
that	IN	that
people	NNS	people
think	VBP	think
that	IN	that
that	DT	that
,	,	,
you	PP	you
know	VBP	know
,	,	,
OK	UH	OK
,	,	,
I	PP	I
'	POS	'
m	NN	m
trying	VBG	try
to	TO	to
be	VB	be
authentic	JJ	authentic
and	CC	and
that	WDT	that
means	VBZ	mean
I	PP	I
don	NN	don
'	POS	'
t	NN	t
need	VBP	need
to	TO	to
have	VB	have
a	DT	a
filter	NN	filter
or	CC	or
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
can	MD	can
defend	VB	defend
my	PP$	my
actions	NNS	action
by	IN	by
saying	VBG	say
I	PP	I
was	VBD	be
just	RB	just
being	VBG	be
myself	PP	myself
like	VBP	like
,	,	,
well	RB	well
,	,	,
you	PP	you
were	VBD	be
just	RB	just
being	VBG	be
a	DT	a
jerk	NN	jerk
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
that	RB	that
'	POS	'
s	NN	S
not	RB	not
OK	JJ	OK
.	SENT	.
Yes	UH	yes
,	,	,
that	IN	that
that	DT	that
'	''	'
s	NNS	<unknown>
exactly	RB	exactly
right	RB	right
.	SENT	.
Look	VB	look
,	,	,
I	PP	I
know	VBP	know
some	DT	some
of	IN	of
the	DT	the
most	RBS	most
vulnerable	JJ	vulnerable
and	CC	and
authentic	JJ	authentic
leaders	NNS	leader
I	PP	I
have	VBP	have
ever	RB	ever
had	VBN	have
the	DT	the
pleasure	NN	pleasure
of	IN	of
working	VBG	work
with	IN	with
.	SENT	.
Truly	RB	truly
authentic	JJ	authentic
,	,	,
truly	RB	truly
vulnerable	JJ	vulnerable
,	,	,
personally	RB	personally
disclose	VB	disclose
very	RB	very
little	JJ	little
.	SENT	.
And	CC	and
some	DT	some
of	IN	of
the	DT	the
leaders	NNS	leader
that	WDT	that
I	PP	I
work	VBP	work
with	IN	with
disclose	VB	disclose
everything	NN	everything
are	VBP	be
the	DT	the
least	JJS	least
authentic	JJ	authentic
and	CC	and
vulnerable	JJ	vulnerable
people	NNS	people
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
around	RB	around
.	SENT	.
OK	UH	OK
,	,	,
so	RB	so
this	DT	this
is	VBZ	be
totally	RB	totally
fascinating	JJ	fascinating
.	SENT	.
Are	VBP	be
you	PP	you
saying	VBG	say
that	IN	that
I	PP	I
don	VB	don
'	''	'
t	NN	t
I	PP	I
can	MD	can
.	SENT	.
No	UH	no
,	,	,
no	UH	no
.	SENT	.
I	PP	I
actually	RB	actually
love	VBP	love
this	DT	this
because	IN	because
I	PP	I
have	VBP	have
been	VBN	be
criticized	VBN	criticize
on	IN	on
this	DT	this
before	IN	before
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
you	PP	you
just	RB	just
you	PP	you
just	RB	just
gave	VBD	give
me	PP	me
a	DT	a
new	JJ	new
way	NN	way
of	IN	of
thinking	VBG	think
about	IN	about
this	DT	this
,	,	,
which	WDT	which
is	VBZ	be
you	PP	you
'	''	'
re	IN	re
saying	VBG	say
I	PP	I
can	MD	can
be	VB	be
vulnerable	JJ	vulnerable
without	IN	without
disclosing	VBG	disclose
a	DT	a
ton	NN	ton
about	IN	about
my	PP$	my
emotions	NNS	emotion
or	CC	or
my	PP$	my
life	NN	life
.	SENT	.
Yes	UH	yes
.	SENT	.
How	WRB	how
I	PP	I
guess	VBP	guess
.	SENT	.
I	PP	I
think	VBP	think
this	DT	this
is	VBZ	be
what	WP	what
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
trying	VBG	try
to	TO	to
do	VB	do
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
just	RB	just
give	VBP	give
you	PP	you
the	DT	the
back	VBP	back
the	DT	the
background	NN	background
in	IN	in
case	NN	case
it	PP	it
'	POS	'
s	NNS	<unknown>
helpful	JJ	helpful
.	SENT	.
I	PP	I
have	VBP	have
feedback	NN	feedback
from	IN	from
a	DT	a
bunch	NN	bunch
of	IN	of
people	NNS	people
I	PP	I
work	VBP	work
with	IN	with
that	IN	that
when	WRB	when
,	,	,
you	PP	you
know	VBP	know
,	,	,
when	WRB	when
there	EX	there
'	''	'
s	NN	S
something	NN	something
difficult	JJ	difficult
going	VBG	go
on	IN	on
in	IN	in
my	PP$	my
life	NN	life
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
care	NN	care
much	RB	much
about	IN	about
it	PP	it
.	SENT	.
And	CC	and
my	PP$	my
fear	NN	fear
has	VBZ	have
been	VBN	be
that	IN	that
when	WRB	when
,	,	,
you	PP	you
know	VBP	know
,	,	,
when	WRB	when
people	NNS	people
know	VBP	know
that	IN	that
there	EX	there
'	''	'
s	NN	S
something	NN	something
difficult	JJ	difficult
going	VBG	go
on	IN	on
in	IN	in
my	PP$	my
life	NN	life
and	CC	and
then	RB	then
I	PP	I
don	VB	don
'	''	'
t	NN	t
open	VB	open
up	RP	up
about	IN	about
it	PP	it
,	,	,
they	PP	they
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
think	VB	think
that	IN	that
I	NP	I
'	POS	'
m	NN	m
you	PP	you
know	VBP	know
,	,	,
I	PP	I
'	POS	'
m	NN	m
not	RB	not
being	VBG	be
honest	JJ	honest
or	CC	or
authentic	JJ	authentic
with	IN	with
them	PP	them
or	CC	or
I	PP	I
'	POS	'
m	NN	m
lacking	VBG	lack
vulnerability	NN	vulnerability
.	SENT	.
And	CC	and
you	PP	you
'	POS	'
re	IN	re
saying	VBG	say
there	EX	there
are	VBP	be
ways	NNS	way
that	IN	that
I	PP	I
can	MD	can
maintain	VB	maintain
my	PP$	my
,	,	,
I	PP	I
guess	VBP	guess
,	,	,
my	PP$	my
degree	NN	degree
of	IN	of
privacy	NN	privacy
that	IN	that
I	PP	I
made	VBD	make
up	RP	up
for	IN	for
naturally	RB	naturally
and	CC	and
still	RB	still
be	VB	be
vulnerable	JJ	vulnerable
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
excited	VBN	excite
about	IN	about
this	DT	this
.	SENT	.
Tell	VB	tell
me	PP	me
more	JJR	more
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
vulnerability	NN	vulnerability
can	MD	can
look	VB	look
like	IN	like
.	SENT	.
Hey	UH	hey
,	,	,
I	PP	I
'	POS	'
m	NN	m
I	NP	I
'	POS	'
m	NN	m
really	RB	really
struggling	VBG	struggle
right	RB	right
now	RB	now
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
got	VBD	get
some	DT	some
stuff	NN	stuff
going	VBG	go
on	IN	on
with	IN	with
my	PP$	my
mom	NN	mom
and	CC	and
it	PP	it
'	POS	'
s	NN	S
hard	RB	hard
.	SENT	.
And	CC	and
I	PP	I
want	VBP	want
a	DT	a
job	NN	job
to	TO	to
know	VB	know
.	SENT	.
And	CC	and
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
know	VB	know
what	WP	what
support	NN	support
looks	VBZ	look
like	IN	like
for	IN	for
me	PP	me
is	VBZ	be
I	NP	I
'	POS	'
ll	JJ	<unknown>
check	NN	check
in	IN	in
with	IN	with
you	PP	you
if	IN	if
I	PP	I
need	VBP	need
something	NN	something
from	IN	from
you	PP	you
.	SENT	.
And	CC	and
I	PP	I
may	MD	may
take	VB	take
some	DT	some
time	NN	time
off	RP	off
,	,	,
but	CC	but
I	PP	I
want	VBP	want
to	TO	to
know	VB	know
for	IN	for
me	PP	me
,	,	,
support	VB	support
looks	NNS	look
like	IN	like
being	VBG	be
able	JJ	able
to	TO	to
share	VB	share
this	DT	this
with	IN	with
you	PP	you
and	CC	and
being	VBG	be
able	JJ	able
to	TO	to
bring	VB	bring
it	PP	it
up	RP	up
with	IN	with
you	PP	you
when	WRB	when
it	PP	it
'	POS	'
s	NNS	<unknown>
helpful	JJ	helpful
for	IN	for
me	PP	me
,	,	,
but	CC	but
not	RB	not
having	VBG	have
to	TO	to
field	VB	field
a	DT	a
lot	NN	lot
of	IN	of
questions	NNS	question
for	IN	for
it	PP	it
.	SENT	.
So	RB	so
I	PP	I
appreciate	VB	appreciate
being	VBG	be
able	JJ	able
to	TO	to
tell	VB	tell
you	PP	you
.	SENT	.
I	PP	I
appreciate	VBP	appreciate
that	IN	that
we	PP	we
all	RB	all
will	MD	will
need	VB	need
different	JJ	different
things	NNS	thing
when	WRB	when
we	PP	we
have	VBP	have
